order_id,account_id,contact_id,order_date,status,total_amount
ORD0015454,ACC008640,CON008640,2024-06-19,Processing,11616.1
ORD0015455,ACC003576,CON003576,2023-12-04,Processing,23698.129999999997
ORD0015456,ACC005092,CON005092,2026-05-19,Cancelled,13114.71
ORD0015457,ACC006685,CON006685,2024-12-15,Shipped,14876.16
ORD0015458,ACC001262,CON001262,2023-11-10,Cancelled,7456.389999999999
ORD0015459,ACC001644,CON001644,2026-05-16,Delivered,8301.64
ORD0015460,ACC006738,CON006738,2026-01-02,Shipped,2567.27
ORD0015461,ACC004810,CON004810,2025-08-25,Delivered,9507.119999999999
ORD0015462,ACC001046,CON001046,2023-12-06,Processing,898.14
ORD0015463,ACC005101,CON005101,2023-06-21,Processing,11971.01
ORD0015464,ACC004841,CON004841,2023-11-20,Processing,9499.34
ORD0015465,ACC009050,CON009050,2023-07-01,Cancelled,16670.38
ORD0015466,ACC007311,CON007311,2024-07-26,Delivered,12801.01
ORD0015467,ACC003821,CON003821,2023-11-06,Delivered,6272.02
ORD0015468,ACC002414,CON002414,2026-04-17,Delivered,7331.509999999999
ORD0015469,ACC006149,CON006149,2026-03-27,Delivered,13949.68
ORD0015470,ACC007015,CON007015,2026-02-15,Delivered,10070.48
ORD0015471,ACC006224,CON006224,2026-02-18,Processing,6602.45
ORD0015472,ACC000803,CON000803,2025-11-23,Delivered,15515.36
ORD0015473,ACC008800,CON008800,2025-08-23,Delivered,14197.400000000001
ORD0015474,ACC002899,CON002899,2024-11-03,Delivered,9239.52
ORD0015475,ACC006605,CON006605,2025-08-25,Processing,16577.39
ORD0015476,ACC004748,CON004748,2024-10-27,Processing,5442.8099999999995
ORD0015477,ACC006189,CON006189,2026-01-10,Cancelled,19844.92
ORD0015478,ACC002562,CON002562,2025-09-24,Delivered,2705.45
ORD0015479,ACC001479,CON001479,2023-06-17,Shipped,11826.630000000001
ORD0015480,ACC002823,CON002823,2024-08-05,Delivered,19885.07
ORD0015481,ACC009038,CON009038,2024-05-01,Shipped,8649.06
ORD0015482,ACC004062,CON004062,2025-11-17,Delivered,1866.8600000000001
ORD0015483,ACC000344,CON000344,2024-10-22,Delivered,21143.260000000002
ORD0015484,ACC007921,CON007921,2025-07-16,Cancelled,5041.03
ORD0015485,ACC002479,CON002479,2024-05-04,Cancelled,12544.060000000001
ORD0015486,ACC009917,CON009917,2024-07-24,Delivered,7800.15
ORD0015487,ACC006707,CON006707,2024-05-08,Delivered,14586.77
ORD0015488,ACC008024,CON008024,2023-09-01,Delivered,692.67
ORD0015489,ACC009674,CON009674,2026-06-05,Delivered,17152.38
ORD0015490,ACC008019,CON008019,2024-02-14,Shipped,2613.25
ORD0015491,ACC004921,CON004921,2024-08-11,Delivered,2559.44
ORD0015492,ACC006873,CON006873,2025-08-23,Cancelled,12751.61
ORD0015493,ACC009270,CON009270,2024-02-08,Delivered,7093.530000000001
ORD0015494,ACC002511,CON002511,2023-10-09,Delivered,9420.14
ORD0015495,ACC005717,CON005717,2023-08-18,Processing,13339.140000000001
ORD0015496,ACC006852,CON006852,2026-06-07,Processing,11061.18
ORD0015497,ACC006121,CON006121,2025-12-02,Shipped,13741.34
ORD0015498,ACC004192,CON004192,2023-06-24,Cancelled,6101.96
ORD0015499,ACC002304,CON002304,2023-09-22,Delivered,9774.22
ORD0015500,ACC008674,CON008674,2025-08-01,Delivered,2030.16
ORD0015501,ACC009281,CON009281,2025-05-02,Delivered,3203.29
ORD0015502,ACC008154,CON008154,2024-01-07,Processing,2453.16
ORD0015503,ACC003372,CON003372,2025-09-12,Delivered,10658.9
ORD0015504,ACC001181,CON001181,2023-12-06,Cancelled,10681.06
ORD0015505,ACC008134,CON008134,2024-10-13,Delivered,5178.48
ORD0015506,ACC006590,CON006590,2025-08-08,Delivered,15163.95
ORD0015507,ACC007113,CON007113,2025-05-14,Cancelled,12112.32
ORD0015508,ACC003831,CON003831,2026-01-31,Delivered,4624.98
ORD0015509,ACC002106,CON002106,2024-10-17,Cancelled,7063.65
ORD0015510,ACC003533,CON003533,2026-05-03,Cancelled,13200.970000000001
ORD0015511,ACC001488,CON001488,2025-01-29,Cancelled,10492.560000000001
ORD0015512,ACC007989,CON007989,2024-01-08,Shipped,508.27
ORD0015513,ACC001552,CON001552,2025-11-13,Delivered,10193.97
ORD0015514,ACC001022,CON001022,2026-02-13,Delivered,4140.16
ORD0015515,ACC004463,CON004463,2024-07-15,Delivered,7075.83
ORD0015516,ACC004960,CON004960,2026-03-05,Shipped,4156.39
ORD0015517,ACC009564,CON009564,2025-07-09,Shipped,4325.95
ORD0015518,ACC008267,CON008267,2023-11-28,Delivered,1679.68
ORD0015519,ACC008481,CON008481,2025-04-07,Cancelled,6969.08
ORD0015520,ACC006337,CON006337,2024-09-24,Processing,7163.0599999999995
ORD0015521,ACC003236,CON003236,2025-02-09,Cancelled,17691.04
ORD0015522,ACC001697,CON001697,2023-10-11,Delivered,1840.78
ORD0015523,ACC000615,CON000615,2025-07-17,Shipped,5717.41
ORD0015524,ACC007943,CON007943,2023-08-07,Processing,26240.95
ORD0015525,ACC001945,CON001945,2026-03-12,Delivered,503.76
ORD0015526,ACC009571,CON009571,2025-02-21,Shipped,9736.46
ORD0015527,ACC006252,CON006252,2025-06-30,Delivered,14364.380000000001
ORD0015528,ACC006896,CON006896,2023-11-25,Shipped,18896.37
ORD0015529,ACC008978,CON008978,2025-06-24,Cancelled,4083.3999999999996
ORD0015530,ACC003320,CON003320,2026-01-23,Delivered,15537.5
ORD0015531,ACC004802,CON004802,2025-01-21,Delivered,8840.6
ORD0015532,ACC008211,CON008211,2025-05-29,Processing,14371.869999999999
ORD0015533,ACC006542,CON006542,2025-03-17,Processing,11106.05
ORD0015534,ACC005470,CON005470,2023-08-11,Delivered,9759.1
ORD0015535,ACC004226,CON004226,2024-03-13,Cancelled,5190.63
ORD0015536,ACC002966,CON002966,2026-03-14,Processing,4940.28
ORD0015537,ACC007584,CON007584,2024-12-29,Delivered,5575.48
ORD0015538,ACC009668,CON009668,2025-04-20,Delivered,17477.64
ORD0015539,ACC006734,CON006734,2025-04-23,Processing,951.15
ORD0015540,ACC001189,CON001189,2023-08-29,Shipped,1864.38
ORD0015541,ACC006171,CON006171,2025-01-16,Delivered,4686.8
ORD0015542,ACC005837,CON005837,2025-07-06,Shipped,8280.599999999999
ORD0015543,ACC000948,CON000948,2023-10-02,Processing,12831.78
ORD0015544,ACC000811,CON000811,2026-01-02,Delivered,2885.46
ORD0015545,ACC008696,CON008696,2025-04-05,Delivered,2017.5
ORD0015546,ACC006271,CON006271,2025-06-12,Processing,20458.050000000003
ORD0015547,ACC003486,CON003486,2026-03-30,Delivered,2157.93
ORD0015548,ACC006785,CON006785,2024-03-06,Delivered,7784.7
ORD0015549,ACC007141,CON007141,2023-09-11,Shipped,11706.869999999999
ORD0015550,ACC001178,CON001178,2025-11-22,Processing,3922.59
ORD0015551,ACC004954,CON004954,2023-10-13,Cancelled,13466.08
ORD0015552,ACC004612,CON004612,2023-09-02,Cancelled,12674.34
ORD0015553,ACC005981,CON005981,2023-10-25,Delivered,4763.66
ORD0015554,ACC008920,CON008920,2024-09-04,Delivered,10134.539999999999
ORD0015555,ACC008881,CON008881,2025-09-03,Shipped,13254.330000000002
ORD0015556,ACC000110,CON000110,2026-03-28,Delivered,1355.16
ORD0015557,ACC001664,CON001664,2025-12-19,Cancelled,20236.72
ORD0015558,ACC005850,CON005850,2025-05-12,Delivered,12657.86
ORD0015559,ACC003241,CON003241,2025-01-28,Processing,14209.869999999999
ORD0015560,ACC004128,CON004128,2023-09-29,Delivered,15042.45
ORD0015561,ACC004609,CON004609,2024-09-20,Delivered,17025.61
ORD0015562,ACC008239,CON008239,2024-01-29,Shipped,16292.0
ORD0015563,ACC004663,CON004663,2024-03-21,Delivered,9318.5
ORD0015564,ACC002115,CON002115,2023-07-30,Processing,15035.61
ORD0015565,ACC004118,CON004118,2023-11-11,Delivered,15413.02
ORD0015566,ACC006721,CON006721,2024-07-14,Delivered,429.15
ORD0015567,ACC008923,CON008923,2024-11-24,Delivered,4735.54
ORD0015568,ACC000725,CON000725,2024-09-21,Cancelled,3588.24
ORD0015569,ACC001281,CON001281,2024-12-21,Shipped,504.51
ORD0015570,ACC009926,CON009926,2023-10-17,Delivered,1050.1
ORD0015571,ACC004737,CON004737,2025-04-18,Delivered,17906.079999999998
ORD0015572,ACC003679,CON003679,2025-03-21,Shipped,13419.189999999999
ORD0015573,ACC000656,CON000656,2026-05-02,Processing,7655.4
ORD0015574,ACC003559,CON003559,2026-02-19,Cancelled,15946.289999999999
ORD0015575,ACC004887,CON004887,2025-03-09,Cancelled,11655.980000000001
ORD0015576,ACC003294,CON003294,2026-03-16,Processing,13411.55
ORD0015577,ACC006184,CON006184,2026-03-14,Delivered,4919.64
ORD0015578,ACC000377,CON000377,2026-01-15,Processing,14027.48
ORD0015579,ACC007012,CON007012,2026-01-02,Delivered,16392.12
ORD0015580,ACC002214,CON002214,2024-03-11,Cancelled,9796.130000000001
ORD0015581,ACC002038,CON002038,2023-07-20,Cancelled,7180.55
ORD0015582,ACC003162,CON003162,2024-05-28,Delivered,14776.0
ORD0015583,ACC005494,CON005494,2024-05-04,Delivered,14921.32
ORD0015584,ACC002968,CON002968,2025-11-06,Cancelled,8190.4
ORD0015585,ACC009869,CON009869,2025-02-08,Cancelled,5944.83
ORD0015586,ACC006947,CON006947,2024-03-25,Processing,2011.32
ORD0015587,ACC003742,CON003742,2026-05-10,Shipped,22696.11
ORD0015588,ACC008718,CON008718,2024-11-10,Delivered,6338.83
ORD0015589,ACC004987,CON004987,2023-12-18,Processing,13419.43
ORD0015590,ACC007072,CON007072,2025-12-20,Cancelled,4644.32
ORD0015591,ACC002545,CON002545,2025-04-03,Processing,12396.009999999998
ORD0015592,ACC001286,CON001286,2024-03-25,Processing,13171.0
ORD0015593,ACC004588,CON004588,2023-11-21,Shipped,1378.55
ORD0015594,ACC006701,CON006701,2026-03-27,Delivered,14163.76
ORD0015595,ACC003385,CON003385,2024-08-14,Cancelled,519.56
ORD0015596,ACC007068,CON007068,2026-05-11,Delivered,11240.64
ORD0015597,ACC003941,CON003941,2024-04-01,Processing,20015.69
ORD0015598,ACC005167,CON005167,2023-12-10,Cancelled,10159.5
ORD0015599,ACC006367,CON006367,2025-05-29,Delivered,7605.21
ORD0015600,ACC007371,CON007371,2023-08-29,Processing,10983.1
ORD0015601,ACC004460,CON004460,2024-06-08,Cancelled,7701.5199999999995
ORD0015602,ACC006706,CON006706,2026-05-05,Delivered,4761.66
ORD0015603,ACC006909,CON006909,2024-11-06,Delivered,457.71
ORD0015604,ACC009096,CON009096,2024-12-15,Shipped,18210.62
ORD0015605,ACC001843,CON001843,2025-06-28,Delivered,4325.48
ORD0015606,ACC007169,CON007169,2025-05-22,Processing,8099.6
ORD0015607,ACC001767,CON001767,2024-06-24,Delivered,7498.78
ORD0015608,ACC008045,CON008045,2024-10-01,Processing,2034.98
ORD0015609,ACC003215,CON003215,2023-09-10,Delivered,26183.97
ORD0015610,ACC004004,CON004004,2024-12-12,Delivered,1482.6999999999998
ORD0015611,ACC006972,CON006972,2024-03-09,Cancelled,11414.89
ORD0015612,ACC008498,CON008498,2024-05-23,Processing,10031.24
ORD0015613,ACC007862,CON007862,2026-02-06,Delivered,2126.7
ORD0015614,ACC008840,CON008840,2024-05-27,Shipped,13729.26
ORD0015615,ACC000513,CON000513,2025-06-23,Delivered,933.38
ORD0015616,ACC007611,CON007611,2024-11-26,Cancelled,5711.54
ORD0015617,ACC000725,CON000725,2023-06-14,Delivered,6865.08
ORD0015618,ACC007860,CON007860,2024-10-25,Delivered,1632.72
ORD0015619,ACC003552,CON003552,2026-01-31,Cancelled,2216.6
ORD0015620,ACC001714,CON001714,2025-11-02,Delivered,9478.56
ORD0015621,ACC008120,CON008120,2023-08-19,Cancelled,16985.15
ORD0015622,ACC002705,CON002705,2024-04-25,Delivered,17560.52
ORD0015623,ACC009820,CON009820,2024-10-08,Delivered,806.5
ORD0015624,ACC008959,CON008959,2026-04-05,Delivered,16585.0
ORD0015625,ACC000091,CON000091,2025-10-22,Shipped,2411.85
ORD0015626,ACC005640,CON005640,2026-05-05,Processing,10809.75
ORD0015627,ACC002902,CON002902,2025-12-27,Delivered,15146.130000000001
ORD0015628,ACC002167,CON002167,2026-05-18,Processing,5938.400000000001
ORD0015629,ACC003184,CON003184,2025-04-08,Delivered,1209.75
ORD0015630,ACC003988,CON003988,2024-01-19,Processing,13581.53
ORD0015631,ACC004993,CON004993,2025-05-08,Delivered,4990.59
ORD0015632,ACC009065,CON009065,2023-12-31,Delivered,11256.15
ORD0015633,ACC007839,CON007839,2025-09-21,Shipped,17864.579999999998
ORD0015634,ACC009647,CON009647,2026-03-30,Processing,31.19
ORD0015635,ACC006877,CON006877,2023-07-11,Shipped,15358.869999999999
ORD0015636,ACC005872,CON005872,2023-06-29,Cancelled,984.34
ORD0015637,ACC003439,CON003439,2025-11-19,Shipped,21936.1
ORD0015638,ACC008220,CON008220,2024-09-12,Processing,6766.12
ORD0015639,ACC007115,CON007115,2025-11-01,Cancelled,17837.469999999998
ORD0015640,ACC004332,CON004332,2023-06-18,Cancelled,12860.509999999998
ORD0015641,ACC002017,CON002017,2025-05-25,Cancelled,3361.28
ORD0015642,ACC004920,CON004920,2024-04-18,Cancelled,9729.6
ORD0015643,ACC004379,CON004379,2026-01-22,Cancelled,22279.43
ORD0015644,ACC005209,CON005209,2026-03-28,Delivered,5779.81
ORD0015645,ACC007179,CON007179,2024-09-04,Delivered,16690.82
ORD0015646,ACC009672,CON009672,2024-11-11,Delivered,12225.7
ORD0015647,ACC009432,CON009432,2025-08-01,Delivered,8529.67
ORD0015648,ACC004526,CON004526,2026-01-12,Processing,1050.27
ORD0015649,ACC004314,CON004314,2024-11-17,Delivered,2668.16
ORD0015650,ACC006218,CON006218,2024-06-29,Cancelled,21623.46
ORD0015651,ACC000905,CON000905,2025-02-27,Delivered,2135.3999999999996
ORD0015652,ACC004867,CON004867,2025-09-23,Shipped,14067.67
ORD0015653,ACC005289,CON005289,2024-03-14,Delivered,6668.89
ORD0015654,ACC004151,CON004151,2024-12-16,Delivered,1347.28
ORD0015655,ACC006845,CON006845,2026-01-12,Cancelled,7211.73
ORD0015656,ACC006087,CON006087,2025-11-15,Delivered,14591.32
ORD0015657,ACC005701,CON005701,2023-11-10,Delivered,13027.29
ORD0015658,ACC008649,CON008649,2024-04-23,Delivered,6862.459999999999
ORD0015659,ACC003804,CON003804,2025-10-27,Cancelled,15676.279999999999
ORD0015660,ACC007205,CON007205,2025-08-18,Processing,4989.54
ORD0015661,ACC001972,CON001972,2026-02-18,Delivered,628.29
ORD0015662,ACC001272,CON001272,2023-10-11,Shipped,16160.84
ORD0015663,ACC006904,CON006904,2026-05-20,Shipped,9864.720000000001
ORD0015664,ACC008195,CON008195,2026-05-03,Delivered,14824.8
ORD0015665,ACC001787,CON001787,2025-06-23,Delivered,177.4
ORD0015666,ACC009446,CON009446,2024-10-03,Shipped,5736.700000000001
ORD0015667,ACC006026,CON006026,2023-11-30,Cancelled,3649.64
ORD0015668,ACC001199,CON001199,2024-05-24,Delivered,6534.55
ORD0015669,ACC003112,CON003112,2026-03-20,Cancelled,15539.18
ORD0015670,ACC003398,CON003398,2024-09-11,Shipped,8471.52
ORD0015671,ACC001992,CON001992,2024-05-04,Processing,14403.4
ORD0015672,ACC000777,CON000777,2024-11-26,Shipped,4110.61
ORD0015673,ACC001683,CON001683,2026-02-20,Shipped,5090.3
ORD0015674,ACC007864,CON007864,2024-11-08,Delivered,9517.019999999999
ORD0015675,ACC004936,CON004936,2024-06-23,Delivered,2330.11
ORD0015676,ACC002725,CON002725,2024-11-22,Cancelled,5736.97
ORD0015677,ACC004547,CON004547,2025-10-05,Cancelled,10656.43
ORD0015678,ACC001864,CON001864,2024-12-08,Processing,6090.71
ORD0015679,ACC001125,CON001125,2026-04-01,Shipped,1470.58
ORD0015680,ACC006610,CON006610,2025-02-12,Shipped,9753.24
ORD0015681,ACC006406,CON006406,2024-03-14,Cancelled,1634.12
ORD0015682,ACC008124,CON008124,2024-09-23,Shipped,19811.64
ORD0015683,ACC009723,CON009723,2025-05-09,Processing,7305.58
ORD0015684,ACC000556,CON000556,2025-12-02,Cancelled,12268.09
ORD0015685,ACC005372,CON005372,2025-09-25,Delivered,12218.98
ORD0015686,ACC006618,CON006618,2025-05-04,Delivered,6578.13
ORD0015687,ACC008738,CON008738,2023-06-13,Processing,3412.66
ORD0015688,ACC009870,CON009870,2026-04-18,Cancelled,4788.450000000001
ORD0015689,ACC003598,CON003598,2025-07-30,Delivered,9476.86
ORD0015690,ACC004703,CON004703,2025-04-19,Shipped,9230.0
ORD0015691,ACC007578,CON007578,2025-07-07,Processing,16606.05
ORD0015692,ACC007224,CON007224,2024-04-04,Delivered,10319.619999999999
ORD0015693,ACC000434,CON000434,2024-12-16,Processing,18630.23
ORD0015694,ACC008040,CON008040,2026-05-15,Processing,7282.08
ORD0015695,ACC007518,CON007518,2025-04-06,Cancelled,9545.11
ORD0015696,ACC009019,CON009019,2025-11-07,Cancelled,1175.63
ORD0015697,ACC000496,CON000496,2023-06-16,Delivered,8090.25
ORD0015698,ACC003470,CON003470,2024-12-29,Processing,9459.91
ORD0015699,ACC009035,CON009035,2024-05-03,Shipped,8298.21
ORD0015700,ACC005289,CON005289,2025-05-11,Shipped,1764.11
ORD0015701,ACC009314,CON009314,2024-02-17,Shipped,8374.89
ORD0015702,ACC005066,CON005066,2026-02-13,Delivered,2419.6400000000003
ORD0015703,ACC009173,CON009173,2026-04-17,Shipped,5230.01
ORD0015704,ACC005861,CON005861,2025-11-13,Shipped,6630.1
ORD0015705,ACC009002,CON009002,2024-09-17,Cancelled,8129.74
ORD0015706,ACC000643,CON000643,2026-03-05,Delivered,7417.65
ORD0015707,ACC001892,CON001892,2026-02-06,Cancelled,2955.63
ORD0015708,ACC000423,CON000423,2025-10-07,Processing,9416.720000000001
ORD0015709,ACC006588,CON006588,2024-08-24,Shipped,6268.55
ORD0015710,ACC005667,CON005667,2024-05-06,Delivered,14335.649999999998
ORD0015711,ACC003035,CON003035,2023-11-22,Delivered,1009.74
ORD0015712,ACC008734,CON008734,2023-11-10,Processing,11678.6
ORD0015713,ACC006790,CON006790,2025-11-24,Processing,21042.22
ORD0015714,ACC001493,CON001493,2026-03-13,Delivered,731.09
ORD0015715,ACC005715,CON005715,2023-10-19,Cancelled,12985.54
ORD0015716,ACC001853,CON001853,2026-03-07,Cancelled,6256.48
ORD0015717,ACC001635,CON001635,2025-09-28,Delivered,2849.14
ORD0015718,ACC001996,CON001996,2023-12-05,Delivered,5828.52
ORD0015719,ACC005440,CON005440,2025-09-05,Delivered,2015.38
ORD0015720,ACC009065,CON009065,2023-10-09,Processing,5043.780000000001
ORD0015721,ACC003185,CON003185,2023-07-15,Delivered,7553.09
ORD0015722,ACC001948,CON001948,2023-10-10,Delivered,6629.4
ORD0015723,ACC001879,CON001879,2024-03-03,Delivered,22506.78
ORD0015724,ACC002630,CON002630,2025-02-27,Delivered,5293.54
ORD0015725,ACC002403,CON002403,2025-09-17,Shipped,1189.91
ORD0015726,ACC006206,CON006206,2026-04-29,Cancelled,5094.76
ORD0015727,ACC007121,CON007121,2023-11-01,Cancelled,10497.21
ORD0015728,ACC008196,CON008196,2025-04-14,Delivered,1758.32
ORD0015729,ACC004792,CON004792,2025-05-21,Shipped,19560.239999999998
ORD0015730,ACC005503,CON005503,2023-12-26,Delivered,1483.51
ORD0015731,ACC004231,CON004231,2023-10-26,Delivered,11215.02
ORD0015732,ACC006980,CON006980,2024-04-28,Delivered,17632.15
ORD0015733,ACC002898,CON002898,2026-05-30,Delivered,6949.030000000001
ORD0015734,ACC000606,CON000606,2025-07-24,Shipped,26207.33
ORD0015735,ACC004987,CON004987,2026-03-10,Processing,10372.07
ORD0015736,ACC006747,CON006747,2023-12-10,Cancelled,5373.71
ORD0015737,ACC004560,CON004560,2025-05-03,Processing,371.08
ORD0015738,ACC000630,CON000630,2024-11-30,Shipped,2848.14
ORD0015739,ACC008600,CON008600,2025-11-24,Delivered,10511.16
ORD0015740,ACC003982,CON003982,2025-06-15,Delivered,10800.42
ORD0015741,ACC006612,CON006612,2024-08-09,Delivered,10432.4
ORD0015742,ACC004350,CON004350,2024-05-28,Delivered,7045.34
ORD0015743,ACC000140,CON000140,2024-08-15,Shipped,9872.2
ORD0015744,ACC003420,CON003420,2024-10-27,Processing,6808.01
ORD0015745,ACC006975,CON006975,2026-06-02,Delivered,5293.51
ORD0015746,ACC001693,CON001693,2025-09-23,Delivered,14399.130000000001
ORD0015747,ACC005569,CON005569,2024-10-19,Cancelled,4597.01
ORD0015748,ACC002825,CON002825,2026-03-29,Delivered,9611.779999999999
ORD0015749,ACC000021,CON000021,2025-07-04,Delivered,4251.4
ORD0015750,ACC008578,CON008578,2025-01-24,Shipped,8387.75
ORD0015751,ACC001958,CON001958,2024-02-02,Delivered,13072.12
ORD0015752,ACC001698,CON001698,2023-12-12,Delivered,12856.09
ORD0015753,ACC007007,CON007007,2025-07-21,Processing,1716.27
ORD0015754,ACC001649,CON001649,2024-02-07,Delivered,4640.450000000001
ORD0015755,ACC004473,CON004473,2024-01-21,Delivered,12834.41
ORD0015756,ACC006424,CON006424,2023-10-18,Processing,1824.23
ORD0015757,ACC008836,CON008836,2025-10-17,Delivered,4941.5199999999995
ORD0015758,ACC008646,CON008646,2026-02-01,Cancelled,8666.9
ORD0015759,ACC008219,CON008219,2023-10-26,Delivered,3839.25
ORD0015760,ACC007260,CON007260,2026-01-11,Delivered,19833.29
ORD0015761,ACC003758,CON003758,2026-05-19,Processing,16289.060000000001
ORD0015762,ACC009497,CON009497,2025-03-01,Shipped,476.93
ORD0015763,ACC006310,CON006310,2024-06-18,Delivered,778.27
ORD0015764,ACC001032,CON001032,2026-06-04,Processing,10197.35
ORD0015765,ACC009901,CON009901,2024-06-11,Processing,1129.29
ORD0015766,ACC009178,CON009178,2026-01-11,Delivered,4037.5199999999995
ORD0015767,ACC002153,CON002153,2025-11-09,Delivered,9553.71
ORD0015768,ACC001298,CON001298,2026-05-14,Delivered,817.06
ORD0015769,ACC009753,CON009753,2025-08-28,Processing,11531.98
ORD0015770,ACC008912,CON008912,2025-02-15,Delivered,10430.64
ORD0015771,ACC009046,CON009046,2023-10-17,Shipped,664.16
ORD0015772,ACC009423,CON009423,2025-01-04,Delivered,16941.08
ORD0015773,ACC006118,CON006118,2025-03-06,Cancelled,20560.72
ORD0015774,ACC006454,CON006454,2024-07-11,Delivered,2425.58
ORD0015775,ACC006644,CON006644,2025-08-12,Delivered,19414.18
ORD0015776,ACC005331,CON005331,2025-09-19,Delivered,11532.68
ORD0015777,ACC000641,CON000641,2024-07-13,Delivered,15416.04
ORD0015778,ACC009165,CON009165,2023-07-26,Delivered,4221.879999999999
ORD0015779,ACC003570,CON003570,2023-07-25,Processing,14893.189999999999
ORD0015780,ACC008211,CON008211,2024-12-04,Delivered,16293.56
ORD0015781,ACC005101,CON005101,2024-08-26,Processing,15285.0
ORD0015782,ACC003352,CON003352,2025-09-15,Delivered,11076.6
ORD0015783,ACC002378,CON002378,2025-12-18,Cancelled,2065.6000000000004
ORD0015784,ACC008706,CON008706,2024-08-26,Cancelled,15313.97
ORD0015785,ACC004830,CON004830,2023-07-31,Shipped,12792.0
ORD0015786,ACC009331,CON009331,2023-12-23,Shipped,5388.04
ORD0015787,ACC008312,CON008312,2024-11-09,Processing,1320.55
ORD0015788,ACC005261,CON005261,2026-05-07,Shipped,4887.08
ORD0015789,ACC002830,CON002830,2024-11-09,Delivered,4572.09
ORD0015790,ACC003892,CON003892,2023-12-21,Shipped,16531.72
ORD0015791,ACC002328,CON002328,2024-09-25,Delivered,12457.98
ORD0015792,ACC000031,CON000031,2024-06-09,Cancelled,6077.120000000001
ORD0015793,ACC004732,CON004732,2024-11-22,Cancelled,13892.01
ORD0015794,ACC002481,CON002481,2025-04-19,Shipped,15103.939999999999
ORD0015795,ACC005631,CON005631,2025-11-23,Delivered,6663.3
ORD0015796,ACC007205,CON007205,2023-11-04,Cancelled,25971.15
ORD0015797,ACC009864,CON009864,2023-08-14,Delivered,9905.56
ORD0015798,ACC005169,CON005169,2025-04-28,Cancelled,5831.15
ORD0015799,ACC004633,CON004633,2023-10-05,Delivered,5668.05
ORD0015800,ACC008379,CON008379,2025-12-15,Delivered,4059.67
ORD0015801,ACC007674,CON007674,2026-02-03,Shipped,20604.36
ORD0015802,ACC002332,CON002332,2026-02-04,Processing,4120.03
ORD0015803,ACC003860,CON003860,2025-09-01,Processing,25354.39
ORD0015804,ACC009586,CON009586,2025-05-23,Delivered,16663.27
ORD0015805,ACC005901,CON005901,2025-09-15,Shipped,22889.670000000002
ORD0015806,ACC004344,CON004344,2024-01-06,Delivered,11395.11
ORD0015807,ACC002601,CON002601,2025-01-27,Processing,14597.099999999999
ORD0015808,ACC004878,CON004878,2024-03-14,Delivered,5341.96
ORD0015809,ACC003618,CON003618,2026-05-16,Shipped,4260.4
ORD0015810,ACC008354,CON008354,2023-12-21,Cancelled,17311.97
ORD0015811,ACC004107,CON004107,2024-05-24,Shipped,1530.63
ORD0015812,ACC002721,CON002721,2023-06-28,Delivered,12789.060000000001
ORD0015813,ACC002411,CON002411,2023-07-18,Processing,8895.67
ORD0015814,ACC004275,CON004275,2026-03-21,Processing,1620.07
ORD0015815,ACC008836,CON008836,2026-05-17,Delivered,18141.64
ORD0015816,ACC000809,CON000809,2024-07-12,Shipped,892.18
ORD0015817,ACC002124,CON002124,2023-06-11,Delivered,5581.09
ORD0015818,ACC009266,CON009266,2023-12-18,Shipped,2408.85
ORD0015819,ACC000308,CON000308,2025-09-29,Delivered,4909.12
ORD0015820,ACC008064,CON008064,2025-01-18,Delivered,13297.95
ORD0015821,ACC009365,CON009365,2026-04-02,Delivered,4402.24
ORD0015822,ACC001018,CON001018,2024-09-27,Delivered,1500.81
ORD0015823,ACC000902,CON000902,2025-05-06,Delivered,15734.12
ORD0015824,ACC006380,CON006380,2026-04-03,Cancelled,15057.7
ORD0015825,ACC002714,CON002714,2026-05-26,Processing,817.06
ORD0015826,ACC007517,CON007517,2023-08-07,Processing,18392.45
ORD0015827,ACC001931,CON001931,2024-12-29,Delivered,6089.73
ORD0015828,ACC008474,CON008474,2024-04-24,Delivered,8472.560000000001
ORD0015829,ACC001101,CON001101,2025-12-13,Processing,9655.8
ORD0015830,ACC008775,CON008775,2024-04-21,Processing,12235.1
ORD0015831,ACC005580,CON005580,2026-03-13,Shipped,14919.89
ORD0015832,ACC008274,CON008274,2024-12-26,Processing,6377.53
ORD0015833,ACC002273,CON002273,2025-11-25,Delivered,16264.42
ORD0015834,ACC000237,CON000237,2026-01-26,Delivered,18871.27
ORD0015835,ACC002674,CON002674,2024-04-27,Shipped,9591.400000000001
ORD0015836,ACC002951,CON002951,2025-08-14,Cancelled,8620.53
ORD0015837,ACC004631,CON004631,2025-11-12,Delivered,10983.19
ORD0015838,ACC004714,CON004714,2024-09-09,Delivered,15500.71
ORD0015839,ACC003806,CON003806,2026-06-07,Shipped,10201.91
ORD0015840,ACC002912,CON002912,2026-04-25,Processing,6916.21
ORD0015841,ACC009954,CON009954,2024-08-15,Processing,2536.83
ORD0015842,ACC003983,CON003983,2023-09-27,Processing,8274.81
ORD0015843,ACC009397,CON009397,2025-02-06,Shipped,1065.22
ORD0015844,ACC005813,CON005813,2024-02-15,Delivered,996.6500000000001
ORD0015845,ACC004604,CON004604,2025-08-12,Shipped,8655.439999999999
ORD0015846,ACC003067,CON003067,2025-02-15,Cancelled,6673.82
