payment_id,order_id,payment_date,payment_method,amount,status
PAY0015380,ORD0015380,2024-05-11,Debit Card,8792.279999999999,Pending
PAY0015381,ORD0015381,2023-09-26,Bank Transfer,12250.32,Pending
PAY0015382,ORD0015382,2024-11-17,Apple Pay,4833.929999999999,Paid
PAY0015383,ORD0015383,2024-04-06,Debit Card,23697.51,Paid
PAY0015384,ORD0015384,2025-12-10,Debit Card,12644.29,Paid
PAY0015385,ORD0015385,2025-05-21,Apple Pay,868.86,Pending
PAY0015386,ORD0015386,2023-08-24,Apple Pay,2378.39,Paid
PAY0015387,ORD0015387,2023-07-03,Credit Card,7113.84,Pending
PAY0015388,ORD0015388,2024-05-26,Apple Pay,7974.18,Paid
PAY0015389,ORD0015389,2025-05-09,Bank Transfer,7806.25,Paid
PAY0015390,ORD0015390,2024-07-23,Credit Card,17070.58,Paid
PAY0015391,ORD0015391,2025-10-22,Bank Transfer,16382.26,Paid
PAY0015392,ORD0015392,2024-10-17,PayPal,12069.84,Pending
PAY0015393,ORD0015393,2024-11-20,PayPal,14009.24,Paid
PAY0015394,ORD0015394,2024-06-26,Credit Card,11282.86,Pending
PAY0015395,ORD0015395,2024-01-28,Credit Card,8868.88,Paid
PAY0015396,ORD0015396,2025-05-07,Apple Pay,9781.05,Paid
PAY0015397,ORD0015397,2026-05-22,Credit Card,6261.88,Paid
PAY0015398,ORD0015398,2023-12-21,Apple Pay,3224.8,Paid
PAY0015399,ORD0015399,2025-11-18,Debit Card,750.8,Paid
PAY0015400,ORD0015400,2024-11-26,Bank Transfer,7050.46,Pending
PAY0015401,ORD0015401,2024-06-25,Apple Pay,12010.880000000001,Paid
PAY0015402,ORD0015402,2024-04-19,Debit Card,28952.96,Pending
PAY0015403,ORD0015403,2026-01-22,PayPal,1380.69,Paid
PAY0015404,ORD0015404,2025-11-01,Credit Card,6189.66,Paid
PAY0015405,ORD0015405,2023-12-07,Bank Transfer,8804.63,Paid
PAY0015406,ORD0015406,2024-12-06,Bank Transfer,7253.1900000000005,Pending
PAY0015407,ORD0015407,2025-10-04,PayPal,4444.29,Paid
PAY0015408,ORD0015408,2024-07-29,Credit Card,9340.14,Paid
PAY0015409,ORD0015409,2024-02-09,Credit Card,21920.68,Paid
PAY0015410,ORD0015410,2024-09-14,Debit Card,18306.6,Pending
PAY0015411,ORD0015411,2024-08-12,Debit Card,14739.95,Paid
PAY0015412,ORD0015412,2024-03-08,PayPal,4790.78,Paid
PAY0015413,ORD0015413,2025-04-03,Apple Pay,10190.58,Paid
PAY0015414,ORD0015414,2026-01-28,PayPal,1732.86,Paid
PAY0015415,ORD0015415,2023-08-14,Apple Pay,15931.72,Paid
PAY0015416,ORD0015416,2025-09-19,Debit Card,69.46,Paid
PAY0015417,ORD0015417,2024-05-31,Debit Card,1325.16,Paid
PAY0015418,ORD0015418,2025-03-18,PayPal,11406.34,Pending
PAY0015419,ORD0015419,2024-07-20,Credit Card,4321.72,Pending
PAY0015420,ORD0015420,2026-01-19,Apple Pay,5636.04,Paid
PAY0015421,ORD0015421,2024-09-01,Credit Card,17050.53,Pending
PAY0015422,ORD0015422,2024-09-05,PayPal,18163.86,Paid
PAY0015423,ORD0015423,2025-05-02,Debit Card,15219.98,Paid
PAY0015424,ORD0015424,2024-05-07,Debit Card,8231.779999999999,Paid
PAY0015425,ORD0015425,2025-12-01,PayPal,18786.3,Paid
PAY0015426,ORD0015426,2025-09-13,Apple Pay,3546.33,Pending
PAY0015427,ORD0015427,2025-08-19,PayPal,5880.280000000001,Paid
PAY0015428,ORD0015428,2026-03-29,Bank Transfer,4582.84,Paid
PAY0015429,ORD0015429,2025-09-22,Credit Card,10480.14,Paid
PAY0015430,ORD0015430,2025-06-30,Apple Pay,263.17,Paid
PAY0015431,ORD0015431,2023-11-09,Debit Card,12150.36,Pending
PAY0015432,ORD0015432,2024-04-13,Debit Card,18406.329999999998,Pending
PAY0015433,ORD0015433,2026-06-02,Bank Transfer,13621.86,Paid
PAY0015434,ORD0015434,2023-08-04,PayPal,6481.360000000001,Paid
PAY0015435,ORD0015435,2023-12-08,Debit Card,4117.06,Paid
PAY0015436,ORD0015436,2023-07-10,PayPal,14688.56,Paid
PAY0015437,ORD0015437,2024-03-13,Credit Card,1654.37,Pending
PAY0015438,ORD0015438,2025-02-19,Credit Card,7647.91,Paid
PAY0015439,ORD0015439,2026-06-08,Credit Card,4310.62,Paid
PAY0015440,ORD0015440,2024-07-12,Debit Card,11007.51,Paid
PAY0015441,ORD0015441,2024-03-14,Debit Card,10525.65,Pending
PAY0015442,ORD0015442,2025-05-17,Apple Pay,14393.58,Paid
PAY0015443,ORD0015443,2024-02-18,Bank Transfer,22772.85,Paid
PAY0015444,ORD0015444,2026-03-11,Apple Pay,8246.52,Paid
PAY0015445,ORD0015445,2023-10-18,Apple Pay,10175.32,Paid
PAY0015446,ORD0015446,2024-02-25,Bank Transfer,9693.32,Pending
PAY0015447,ORD0015447,2023-06-21,Bank Transfer,3305.79,Pending
PAY0015448,ORD0015448,2025-07-30,Credit Card,8457.39,Paid
PAY0015449,ORD0015449,2026-02-15,Debit Card,5689.68,Paid
PAY0015450,ORD0015450,2025-12-10,Debit Card,3039.56,Paid
PAY0015451,ORD0015451,2024-02-19,Apple Pay,2846.0,Paid
PAY0015452,ORD0015452,2024-03-06,PayPal,7646.629999999999,Paid
PAY0015453,ORD0015453,2024-12-07,PayPal,821.04,Paid
PAY0015454,ORD0015454,2024-06-19,Apple Pay,11616.1,Paid
PAY0015455,ORD0015455,2023-12-04,PayPal,23698.129999999997,Pending
PAY0015456,ORD0015456,2026-05-19,Credit Card,13114.71,Paid
PAY0015457,ORD0015457,2024-12-15,Apple Pay,14876.16,Pending
PAY0015458,ORD0015458,2023-11-10,PayPal,7456.389999999999,Paid
PAY0015459,ORD0015459,2026-05-16,Apple Pay,8301.64,Pending
PAY0015460,ORD0015460,2026-01-02,PayPal,2567.27,Paid
PAY0015461,ORD0015461,2025-08-25,Apple Pay,9507.119999999999,Paid
PAY0015462,ORD0015462,2023-12-06,Debit Card,898.14,Paid
PAY0015463,ORD0015463,2023-06-21,Debit Card,11971.01,Paid
PAY0015464,ORD0015464,2023-11-20,Bank Transfer,9499.34,Paid
PAY0015465,ORD0015465,2023-07-01,Apple Pay,16670.38,Paid
PAY0015466,ORD0015466,2024-07-26,Debit Card,12801.01,Paid
PAY0015467,ORD0015467,2023-11-06,Bank Transfer,6272.02,Paid
PAY0015468,ORD0015468,2026-04-17,Credit Card,7331.509999999999,Paid
PAY0015469,ORD0015469,2026-03-27,Credit Card,13949.68,Paid
PAY0015470,ORD0015470,2026-02-15,Apple Pay,10070.48,Pending
PAY0015471,ORD0015471,2026-02-18,PayPal,6602.45,Pending
PAY0015472,ORD0015472,2025-11-23,PayPal,15515.36,Paid
PAY0015473,ORD0015473,2025-08-23,Credit Card,14197.400000000001,Paid
PAY0015474,ORD0015474,2024-11-03,Bank Transfer,9239.52,Paid
PAY0015475,ORD0015475,2025-08-25,Credit Card,16577.39,Pending
PAY0015476,ORD0015476,2024-10-27,Bank Transfer,5442.8099999999995,Paid
PAY0015477,ORD0015477,2026-01-10,Credit Card,19844.92,Pending
PAY0015478,ORD0015478,2025-09-24,Credit Card,2705.45,Paid
PAY0015479,ORD0015479,2023-06-17,Debit Card,11826.630000000001,Pending
PAY0015480,ORD0015480,2024-08-05,Credit Card,19885.07,Paid
PAY0015481,ORD0015481,2024-05-01,Debit Card,8649.06,Paid
PAY0015482,ORD0015482,2025-11-17,Apple Pay,1866.8600000000001,Pending
PAY0015483,ORD0015483,2024-10-22,Apple Pay,21143.260000000002,Paid
PAY0015484,ORD0015484,2025-07-16,Credit Card,5041.03,Paid
PAY0015485,ORD0015485,2024-05-04,Bank Transfer,12544.060000000001,Paid
PAY0015486,ORD0015486,2024-07-24,PayPal,7800.15,Paid
PAY0015487,ORD0015487,2024-05-08,Apple Pay,14586.77,Paid
PAY0015488,ORD0015488,2023-09-01,PayPal,692.67,Paid
PAY0015489,ORD0015489,2026-06-05,Credit Card,17152.38,Paid
PAY0015490,ORD0015490,2024-02-14,PayPal,2613.25,Paid
PAY0015491,ORD0015491,2024-08-11,Debit Card,2559.44,Pending
PAY0015492,ORD0015492,2025-08-23,Apple Pay,12751.61,Paid
PAY0015493,ORD0015493,2024-02-08,Debit Card,7093.530000000001,Paid
PAY0015494,ORD0015494,2023-10-09,Bank Transfer,9420.14,Paid
PAY0015495,ORD0015495,2023-08-18,Credit Card,13339.140000000001,Paid
PAY0015496,ORD0015496,2026-06-07,Apple Pay,11061.18,Paid
PAY0015497,ORD0015497,2025-12-02,Bank Transfer,13741.34,Paid
PAY0015498,ORD0015498,2023-06-24,PayPal,6101.96,Paid
PAY0015499,ORD0015499,2023-09-22,Apple Pay,9774.22,Paid
PAY0015500,ORD0015500,2025-08-01,PayPal,2030.16,Pending
PAY0015501,ORD0015501,2025-05-02,PayPal,3203.29,Paid
PAY0015502,ORD0015502,2024-01-07,Credit Card,2453.16,Paid
PAY0015503,ORD0015503,2025-09-12,Bank Transfer,10658.9,Pending
PAY0015504,ORD0015504,2023-12-06,Bank Transfer,10681.06,Paid
PAY0015505,ORD0015505,2024-10-13,Credit Card,5178.48,Pending
PAY0015506,ORD0015506,2025-08-08,Debit Card,15163.95,Paid
PAY0015507,ORD0015507,2025-05-14,Debit Card,12112.32,Paid
PAY0015508,ORD0015508,2026-01-31,Apple Pay,4624.98,Paid
PAY0015509,ORD0015509,2024-10-17,Bank Transfer,7063.65,Pending
PAY0015510,ORD0015510,2026-05-03,PayPal,13200.970000000001,Pending
PAY0015511,ORD0015511,2025-01-29,Debit Card,10492.560000000001,Paid
PAY0015512,ORD0015512,2024-01-08,Debit Card,508.27,Paid
PAY0015513,ORD0015513,2025-11-13,Bank Transfer,10193.97,Paid
PAY0015514,ORD0015514,2026-02-13,Debit Card,4140.16,Pending
PAY0015515,ORD0015515,2024-07-15,PayPal,7075.83,Pending
PAY0015516,ORD0015516,2026-03-05,PayPal,4156.39,Paid
PAY0015517,ORD0015517,2025-07-09,Bank Transfer,4325.95,Pending
PAY0015518,ORD0015518,2023-11-28,Bank Transfer,1679.68,Pending
PAY0015519,ORD0015519,2025-04-07,Debit Card,6969.08,Paid
PAY0015520,ORD0015520,2024-09-24,Apple Pay,7163.0599999999995,Pending
PAY0015521,ORD0015521,2025-02-09,Debit Card,17691.04,Pending
PAY0015522,ORD0015522,2023-10-11,Debit Card,1840.78,Pending
PAY0015523,ORD0015523,2025-07-17,Credit Card,5717.41,Paid
PAY0015524,ORD0015524,2023-08-07,Bank Transfer,26240.95,Paid
PAY0015525,ORD0015525,2026-03-12,Apple Pay,503.76,Pending
PAY0015526,ORD0015526,2025-02-21,Bank Transfer,9736.46,Pending
PAY0015527,ORD0015527,2025-06-30,Credit Card,14364.380000000001,Paid
PAY0015528,ORD0015528,2023-11-25,Credit Card,18896.37,Paid
PAY0015529,ORD0015529,2025-06-24,Bank Transfer,4083.3999999999996,Paid
PAY0015530,ORD0015530,2026-01-23,Credit Card,15537.5,Paid
PAY0015531,ORD0015531,2025-01-21,Bank Transfer,8840.6,Paid
PAY0015532,ORD0015532,2025-05-29,Apple Pay,14371.869999999999,Paid
PAY0015533,ORD0015533,2025-03-17,Credit Card,11106.05,Paid
PAY0015534,ORD0015534,2023-08-11,PayPal,9759.1,Paid
PAY0015535,ORD0015535,2024-03-13,Debit Card,5190.63,Paid
PAY0015536,ORD0015536,2026-03-14,Debit Card,4940.28,Paid
PAY0015537,ORD0015537,2024-12-29,Bank Transfer,5575.48,Pending
PAY0015538,ORD0015538,2025-04-20,Bank Transfer,17477.64,Paid
PAY0015539,ORD0015539,2025-04-23,Debit Card,951.15,Pending
PAY0015540,ORD0015540,2023-08-29,Credit Card,1864.38,Paid
PAY0015541,ORD0015541,2025-01-16,Debit Card,4686.8,Paid
PAY0015542,ORD0015542,2025-07-06,Apple Pay,8280.599999999999,Paid
PAY0015543,ORD0015543,2023-10-02,PayPal,12831.78,Paid
PAY0015544,ORD0015544,2026-01-02,Credit Card,2885.46,Paid
PAY0015545,ORD0015545,2025-04-05,Credit Card,2017.5,Paid
PAY0015546,ORD0015546,2025-06-12,PayPal,20458.050000000003,Pending
PAY0015547,ORD0015547,2026-03-30,Credit Card,2157.93,Paid
PAY0015548,ORD0015548,2024-03-06,Bank Transfer,7784.7,Paid
PAY0015549,ORD0015549,2023-09-11,Debit Card,11706.869999999999,Paid
PAY0015550,ORD0015550,2025-11-22,Bank Transfer,3922.59,Paid
PAY0015551,ORD0015551,2023-10-13,Credit Card,13466.08,Pending
PAY0015552,ORD0015552,2023-09-02,Bank Transfer,12674.34,Pending
PAY0015553,ORD0015553,2023-10-25,Debit Card,4763.66,Paid
PAY0015554,ORD0015554,2024-09-04,Credit Card,10134.539999999999,Pending
PAY0015555,ORD0015555,2025-09-03,Apple Pay,13254.330000000002,Paid
PAY0015556,ORD0015556,2026-03-28,Apple Pay,1355.16,Pending
PAY0015557,ORD0015557,2025-12-19,Debit Card,20236.72,Pending
PAY0015558,ORD0015558,2025-05-12,Debit Card,12657.86,Paid
PAY0015559,ORD0015559,2025-01-28,Bank Transfer,14209.869999999999,Pending
PAY0015560,ORD0015560,2023-09-29,Apple Pay,15042.45,Paid
PAY0015561,ORD0015561,2024-09-20,Credit Card,17025.61,Pending
PAY0015562,ORD0015562,2024-01-29,Apple Pay,16292.0,Paid
PAY0015563,ORD0015563,2024-03-21,Credit Card,9318.5,Paid
PAY0015564,ORD0015564,2023-07-30,PayPal,15035.61,Paid
PAY0015565,ORD0015565,2023-11-11,Apple Pay,15413.02,Pending
PAY0015566,ORD0015566,2024-07-14,Apple Pay,429.15,Paid
PAY0015567,ORD0015567,2024-11-24,Apple Pay,4735.54,Paid
PAY0015568,ORD0015568,2024-09-21,Debit Card,3588.24,Paid
PAY0015569,ORD0015569,2024-12-21,Apple Pay,504.51,Paid
PAY0015570,ORD0015570,2023-10-17,Bank Transfer,1050.1,Paid
PAY0015571,ORD0015571,2025-04-18,Debit Card,17906.079999999998,Paid
PAY0015572,ORD0015572,2025-03-21,Credit Card,13419.189999999999,Paid
PAY0015573,ORD0015573,2026-05-02,Bank Transfer,7655.4,Paid
PAY0015574,ORD0015574,2026-02-19,Apple Pay,15946.289999999999,Pending
PAY0015575,ORD0015575,2025-03-09,Credit Card,11655.980000000001,Paid
PAY0015576,ORD0015576,2026-03-16,Debit Card,13411.55,Paid
PAY0015577,ORD0015577,2026-03-14,Bank Transfer,4919.64,Pending
PAY0015578,ORD0015578,2026-01-15,Credit Card,14027.48,Paid
PAY0015579,ORD0015579,2026-01-02,Debit Card,16392.12,Paid
PAY0015580,ORD0015580,2024-03-11,Apple Pay,9796.130000000001,Paid
PAY0015581,ORD0015581,2023-07-20,PayPal,7180.55,Paid
PAY0015582,ORD0015582,2024-05-28,Apple Pay,14776.0,Paid
PAY0015583,ORD0015583,2024-05-04,Bank Transfer,14921.32,Paid
PAY0015584,ORD0015584,2025-11-06,PayPal,8190.4,Pending
PAY0015585,ORD0015585,2025-02-08,Apple Pay,5944.83,Pending
PAY0015586,ORD0015586,2024-03-25,Credit Card,2011.32,Pending
PAY0015587,ORD0015587,2026-05-10,Bank Transfer,22696.11,Paid
PAY0015588,ORD0015588,2024-11-10,Debit Card,6338.83,Paid
PAY0015589,ORD0015589,2023-12-18,Bank Transfer,13419.43,Pending
PAY0015590,ORD0015590,2025-12-20,PayPal,4644.32,Paid
PAY0015591,ORD0015591,2025-04-03,PayPal,12396.009999999998,Paid
PAY0015592,ORD0015592,2024-03-25,Debit Card,13171.0,Paid
PAY0015593,ORD0015593,2023-11-21,PayPal,1378.55,Paid
PAY0015594,ORD0015594,2026-03-27,Debit Card,14163.76,Paid
PAY0015595,ORD0015595,2024-08-14,Debit Card,519.56,Pending
PAY0015596,ORD0015596,2026-05-11,Credit Card,11240.64,Paid
PAY0015597,ORD0015597,2024-04-01,Bank Transfer,20015.69,Paid
PAY0015598,ORD0015598,2023-12-10,Credit Card,10159.5,Paid
PAY0015599,ORD0015599,2025-05-29,Credit Card,7605.21,Paid
PAY0015600,ORD0015600,2023-08-29,PayPal,10983.1,Pending
PAY0015601,ORD0015601,2024-06-08,PayPal,7701.5199999999995,Pending
PAY0015602,ORD0015602,2026-05-05,Apple Pay,4761.66,Paid
PAY0015603,ORD0015603,2024-11-06,Credit Card,457.71,Paid
PAY0015604,ORD0015604,2024-12-15,Credit Card,18210.62,Paid
PAY0015605,ORD0015605,2025-06-28,Bank Transfer,4325.48,Paid
PAY0015606,ORD0015606,2025-05-22,Bank Transfer,8099.6,Paid
PAY0015607,ORD0015607,2024-06-24,PayPal,7498.78,Paid
PAY0015608,ORD0015608,2024-10-01,Bank Transfer,2034.98,Paid
PAY0015609,ORD0015609,2023-09-10,PayPal,26183.97,Paid
PAY0015610,ORD0015610,2024-12-12,Debit Card,1482.6999999999998,Paid
PAY0015611,ORD0015611,2024-03-09,Bank Transfer,11414.89,Paid
PAY0015612,ORD0015612,2024-05-23,Bank Transfer,10031.24,Paid
PAY0015613,ORD0015613,2026-02-06,PayPal,2126.7,Paid
PAY0015614,ORD0015614,2024-05-27,Credit Card,13729.26,Pending
PAY0015615,ORD0015615,2025-06-23,Bank Transfer,933.38,Paid
PAY0015616,ORD0015616,2024-11-26,PayPal,5711.54,Paid
PAY0015617,ORD0015617,2023-06-14,Debit Card,6865.08,Paid
PAY0015618,ORD0015618,2024-10-25,Debit Card,1632.72,Pending
PAY0015619,ORD0015619,2026-01-31,Bank Transfer,2216.6,Pending
PAY0015620,ORD0015620,2025-11-02,Apple Pay,9478.56,Paid
PAY0015621,ORD0015621,2023-08-19,Credit Card,16985.15,Pending
PAY0015622,ORD0015622,2024-04-25,Debit Card,17560.52,Paid
PAY0015623,ORD0015623,2024-10-08,Credit Card,806.5,Pending
PAY0015624,ORD0015624,2026-04-05,Apple Pay,16585.0,Pending
PAY0015625,ORD0015625,2025-10-22,PayPal,2411.85,Paid
PAY0015626,ORD0015626,2026-05-05,Apple Pay,10809.75,Pending
PAY0015627,ORD0015627,2025-12-27,Credit Card,15146.130000000001,Paid
PAY0015628,ORD0015628,2026-05-18,Apple Pay,5938.400000000001,Paid
PAY0015629,ORD0015629,2025-04-08,Apple Pay,1209.75,Paid
PAY0015630,ORD0015630,2024-01-19,Debit Card,13581.53,Pending
PAY0015631,ORD0015631,2025-05-08,Bank Transfer,4990.59,Paid
PAY0015632,ORD0015632,2023-12-31,Credit Card,11256.15,Paid
PAY0015633,ORD0015633,2025-09-21,Debit Card,17864.579999999998,Pending
PAY0015634,ORD0015634,2026-03-30,Debit Card,31.19,Paid
PAY0015635,ORD0015635,2023-07-11,Bank Transfer,15358.869999999999,Paid
PAY0015636,ORD0015636,2023-06-29,Debit Card,984.34,Paid
PAY0015637,ORD0015637,2025-11-19,PayPal,21936.1,Paid
PAY0015638,ORD0015638,2024-09-12,Bank Transfer,6766.12,Paid
PAY0015639,ORD0015639,2025-11-01,Bank Transfer,17837.469999999998,Pending
PAY0015640,ORD0015640,2023-06-18,Credit Card,12860.509999999998,Paid
PAY0015641,ORD0015641,2025-05-25,PayPal,3361.28,Paid
PAY0015642,ORD0015642,2024-04-18,Credit Card,9729.6,Paid
PAY0015643,ORD0015643,2026-01-22,Debit Card,22279.43,Paid
PAY0015644,ORD0015644,2026-03-28,Debit Card,5779.81,Pending
PAY0015645,ORD0015645,2024-09-04,Apple Pay,16690.82,Pending
PAY0015646,ORD0015646,2024-11-11,Apple Pay,12225.7,Paid
PAY0015647,ORD0015647,2025-08-01,Apple Pay,8529.67,Paid
PAY0015648,ORD0015648,2026-01-12,PayPal,1050.27,Pending
PAY0015649,ORD0015649,2024-11-17,Credit Card,2668.16,Pending
PAY0015650,ORD0015650,2024-06-29,PayPal,21623.46,Paid
PAY0015651,ORD0015651,2025-02-27,PayPal,2135.3999999999996,Pending
PAY0015652,ORD0015652,2025-09-23,Bank Transfer,14067.67,Paid
PAY0015653,ORD0015653,2024-03-14,Apple Pay,6668.89,Paid
PAY0015654,ORD0015654,2024-12-16,Apple Pay,1347.28,Paid
PAY0015655,ORD0015655,2026-01-12,Bank Transfer,7211.73,Paid
PAY0015656,ORD0015656,2025-11-15,Credit Card,14591.32,Paid
PAY0015657,ORD0015657,2023-11-10,Apple Pay,13027.29,Paid
PAY0015658,ORD0015658,2024-04-23,Apple Pay,6862.459999999999,Paid
PAY0015659,ORD0015659,2025-10-27,Bank Transfer,15676.279999999999,Paid
PAY0015660,ORD0015660,2025-08-18,Bank Transfer,4989.54,Paid
PAY0015661,ORD0015661,2026-02-18,Debit Card,628.29,Paid
PAY0015662,ORD0015662,2023-10-11,Bank Transfer,16160.84,Paid
PAY0015663,ORD0015663,2026-05-20,Apple Pay,9864.720000000001,Paid
PAY0015664,ORD0015664,2026-05-03,Credit Card,14824.8,Paid
PAY0015665,ORD0015665,2025-06-23,Apple Pay,177.4,Paid
PAY0015666,ORD0015666,2024-10-03,PayPal,5736.700000000001,Pending
PAY0015667,ORD0015667,2023-11-30,Credit Card,3649.64,Pending
PAY0015668,ORD0015668,2024-05-24,Credit Card,6534.55,Paid
PAY0015669,ORD0015669,2026-03-20,Apple Pay,15539.18,Paid
PAY0015670,ORD0015670,2024-09-11,PayPal,8471.52,Paid
PAY0015671,ORD0015671,2024-05-04,Apple Pay,14403.4,Pending
PAY0015672,ORD0015672,2024-11-26,PayPal,4110.61,Pending
PAY0015673,ORD0015673,2026-02-20,Bank Transfer,5090.3,Pending
PAY0015674,ORD0015674,2024-11-08,Apple Pay,9517.019999999999,Pending
PAY0015675,ORD0015675,2024-06-23,Bank Transfer,2330.11,Paid
PAY0015676,ORD0015676,2024-11-22,PayPal,5736.97,Paid
PAY0015677,ORD0015677,2025-10-05,Bank Transfer,10656.43,Paid
PAY0015678,ORD0015678,2024-12-08,Credit Card,6090.71,Paid
PAY0015679,ORD0015679,2026-04-01,Bank Transfer,1470.58,Paid
PAY0015680,ORD0015680,2025-02-12,PayPal,9753.24,Paid
PAY0015681,ORD0015681,2024-03-14,Debit Card,1634.12,Paid
PAY0015682,ORD0015682,2024-09-23,PayPal,19811.64,Paid
PAY0015683,ORD0015683,2025-05-09,PayPal,7305.58,Pending
PAY0015684,ORD0015684,2025-12-02,Credit Card,12268.09,Paid
PAY0015685,ORD0015685,2025-09-25,Credit Card,12218.98,Paid
PAY0015686,ORD0015686,2025-05-04,Bank Transfer,6578.13,Paid
PAY0015687,ORD0015687,2023-06-13,Apple Pay,3412.66,Paid
PAY0015688,ORD0015688,2026-04-18,PayPal,4788.450000000001,Paid
PAY0015689,ORD0015689,2025-07-30,Apple Pay,9476.86,Paid
PAY0015690,ORD0015690,2025-04-19,Debit Card,9230.0,Pending
PAY0015691,ORD0015691,2025-07-07,Apple Pay,16606.05,Paid
PAY0015692,ORD0015692,2024-04-04,Bank Transfer,10319.619999999999,Paid
PAY0015693,ORD0015693,2024-12-16,Debit Card,18630.23,Paid
PAY0015694,ORD0015694,2026-05-15,Apple Pay,7282.08,Paid
PAY0015695,ORD0015695,2025-04-06,Debit Card,9545.11,Pending
PAY0015696,ORD0015696,2025-11-07,PayPal,1175.63,Paid
PAY0015697,ORD0015697,2023-06-16,PayPal,8090.25,Paid
PAY0015698,ORD0015698,2024-12-29,Bank Transfer,9459.91,Paid
PAY0015699,ORD0015699,2024-05-03,Bank Transfer,8298.21,Pending
PAY0015700,ORD0015700,2025-05-11,Apple Pay,1764.11,Paid
PAY0015701,ORD0015701,2024-02-17,Debit Card,8374.89,Paid
PAY0015702,ORD0015702,2026-02-13,Apple Pay,2419.6400000000003,Pending
PAY0015703,ORD0015703,2026-04-17,Debit Card,5230.01,Pending
PAY0015704,ORD0015704,2025-11-13,Credit Card,6630.1,Paid
PAY0015705,ORD0015705,2024-09-17,Bank Transfer,8129.74,Paid
PAY0015706,ORD0015706,2026-03-05,Credit Card,7417.65,Pending
PAY0015707,ORD0015707,2026-02-06,Apple Pay,2955.63,Paid
PAY0015708,ORD0015708,2025-10-07,Debit Card,9416.720000000001,Pending
PAY0015709,ORD0015709,2024-08-24,PayPal,6268.55,Paid
PAY0015710,ORD0015710,2024-05-06,Bank Transfer,14335.649999999998,Pending
PAY0015711,ORD0015711,2023-11-22,Debit Card,1009.74,Paid
PAY0015712,ORD0015712,2023-11-10,Debit Card,11678.6,Paid
PAY0015713,ORD0015713,2025-11-24,Credit Card,21042.22,Paid
PAY0015714,ORD0015714,2026-03-13,Debit Card,731.09,Paid
PAY0015715,ORD0015715,2023-10-19,Credit Card,12985.54,Paid
PAY0015716,ORD0015716,2026-03-07,PayPal,6256.48,Paid
PAY0015717,ORD0015717,2025-09-28,Apple Pay,2849.14,Pending
PAY0015718,ORD0015718,2023-12-05,PayPal,5828.52,Paid
PAY0015719,ORD0015719,2025-09-05,Credit Card,2015.38,Paid
PAY0015720,ORD0015720,2023-10-09,PayPal,5043.780000000001,Paid
PAY0015721,ORD0015721,2023-07-15,Debit Card,7553.09,Pending
PAY0015722,ORD0015722,2023-10-10,Debit Card,6629.4,Paid
PAY0015723,ORD0015723,2024-03-03,Bank Transfer,22506.78,Pending
PAY0015724,ORD0015724,2025-02-27,PayPal,5293.54,Pending
PAY0015725,ORD0015725,2025-09-17,Bank Transfer,1189.91,Paid
PAY0015726,ORD0015726,2026-04-29,Bank Transfer,5094.76,Paid
PAY0015727,ORD0015727,2023-11-01,Debit Card,10497.21,Pending
PAY0015728,ORD0015728,2025-04-14,Bank Transfer,1758.32,Paid
PAY0015729,ORD0015729,2025-05-21,Debit Card,19560.239999999998,Paid
PAY0015730,ORD0015730,2023-12-26,Bank Transfer,1483.51,Paid
PAY0015731,ORD0015731,2023-10-26,Credit Card,11215.02,Pending
PAY0015732,ORD0015732,2024-04-28,PayPal,17632.15,Pending
PAY0015733,ORD0015733,2026-05-30,Debit Card,6949.030000000001,Paid
PAY0015734,ORD0015734,2025-07-24,Debit Card,26207.33,Paid
PAY0015735,ORD0015735,2026-03-10,Bank Transfer,10372.07,Paid
PAY0015736,ORD0015736,2023-12-10,Bank Transfer,5373.71,Paid
PAY0015737,ORD0015737,2025-05-03,Debit Card,371.08,Paid
PAY0015738,ORD0015738,2024-11-30,Debit Card,2848.14,Pending
PAY0015739,ORD0015739,2025-11-24,PayPal,10511.16,Pending
PAY0015740,ORD0015740,2025-06-15,Debit Card,10800.42,Paid
PAY0015741,ORD0015741,2024-08-09,Debit Card,10432.4,Paid
PAY0015742,ORD0015742,2024-05-28,Credit Card,7045.34,Paid
PAY0015743,ORD0015743,2024-08-15,Bank Transfer,9872.2,Pending
PAY0015744,ORD0015744,2024-10-27,PayPal,6808.01,Paid
PAY0015745,ORD0015745,2026-06-02,Credit Card,5293.51,Paid
PAY0015746,ORD0015746,2025-09-23,PayPal,14399.130000000001,Paid
PAY0015747,ORD0015747,2024-10-19,PayPal,4597.01,Pending
PAY0015748,ORD0015748,2026-03-29,PayPal,9611.779999999999,Paid
PAY0015749,ORD0015749,2025-07-04,Bank Transfer,4251.4,Paid
PAY0015750,ORD0015750,2025-01-24,PayPal,8387.75,Paid
PAY0015751,ORD0015751,2024-02-02,Debit Card,13072.12,Paid
PAY0015752,ORD0015752,2023-12-12,Credit Card,12856.09,Paid
PAY0015753,ORD0015753,2025-07-21,PayPal,1716.27,Paid
PAY0015754,ORD0015754,2024-02-07,PayPal,4640.450000000001,Pending
PAY0015755,ORD0015755,2024-01-21,PayPal,12834.41,Paid
PAY0015756,ORD0015756,2023-10-18,Credit Card,1824.23,Pending
PAY0015757,ORD0015757,2025-10-17,Bank Transfer,4941.5199999999995,Paid
