shipment_id,order_id,carrier,tracking_number,ship_date,status
SHP0009259,ORD0009259,DHL,nJi98044791,2024-08-05,In Transit
SHP0009260,ORD0009260,FedEx,sXj64143128,2025-08-30,In Transit
SHP0009261,ORD0009261,FedEx,Xlv69632942,2025-06-14,Pending
SHP0009262,ORD0009262,FedEx,YGq13911192,2023-08-26,Delivered
SHP0009263,ORD0009263,FedEx,RUl45651093,2024-07-14,Pending
SHP0009264,ORD0009264,DHL,FGk79335460,2025-08-16,In Transit
SHP0009265,ORD0009265,DHL,AfH57731650,2026-03-15,Pending
SHP0009266,ORD0009266,UPS,kTZ85673605,2025-01-04,Delivered
SHP0009267,ORD0009267,UPS,iFL36223756,2025-01-23,In Transit
SHP0009268,ORD0009268,UPS,qnU45148698,2025-01-05,Delivered
SHP0009269,ORD0009269,FedEx,zzp70579736,2023-07-29,In Transit
SHP0009270,ORD0009270,USPS,Iaj05118798,2026-03-06,Delivered
SHP0009271,ORD0009271,USPS,AVj36076626,2024-01-16,Pending
SHP0009272,ORD0009272,USPS,DFN56101356,2025-03-13,Pending
SHP0009273,ORD0009273,UPS,HQl25682692,2026-02-16,Delivered
SHP0009274,ORD0009274,USPS,wBz20945271,2024-12-23,In Transit
SHP0009275,ORD0009275,DHL,xZS44763909,2024-06-14,In Transit
SHP0009276,ORD0009276,DHL,QfE58796209,2024-06-17,Delivered
SHP0009277,ORD0009277,DHL,lyG23411354,2025-09-21,In Transit
SHP0009278,ORD0009278,USPS,Yqy49230805,2024-09-05,Delivered
SHP0009279,ORD0009279,UPS,DGt59214132,2026-01-31,Delivered
SHP0009280,ORD0009280,USPS,Rua65872973,2025-12-17,Delivered
SHP0009281,ORD0009281,USPS,fcY61422641,2025-08-26,Delivered
SHP0009282,ORD0009282,USPS,XUo10494721,2025-11-10,Delivered
SHP0009283,ORD0009283,UPS,xYl29037036,2024-07-14,Pending
SHP0009284,ORD0009284,DHL,fQh79996761,2025-03-17,Pending
SHP0009285,ORD0009285,FedEx,CdV83365939,2025-12-28,In Transit
SHP0009286,ORD0009286,DHL,Qfb46848362,2025-06-12,Delivered
SHP0009287,ORD0009287,UPS,Cva09003098,2026-02-12,Delivered
SHP0009288,ORD0009288,DHL,XuQ61959409,2025-12-25,Pending
SHP0009289,ORD0009289,USPS,jys78956107,2025-10-27,Delivered
SHP0009290,ORD0009290,FedEx,yZu51580500,2024-10-20,Pending
SHP0009291,ORD0009291,FedEx,Rws77786662,2026-04-22,In Transit
SHP0009292,ORD0009292,DHL,Fnk35005624,2026-02-15,Pending
SHP0009293,ORD0009293,UPS,eZX66703446,2025-11-12,Delivered
SHP0009294,ORD0009294,UPS,Hlx78864349,2025-11-02,Pending
SHP0009295,ORD0009295,DHL,vPM66140700,2024-07-05,Delivered
SHP0009296,ORD0009296,FedEx,FVY69419983,2025-12-11,In Transit
SHP0009297,ORD0009297,UPS,JYw41561093,2025-10-16,Delivered
SHP0009298,ORD0009298,UPS,ANW49111860,2024-07-16,Delivered
SHP0009299,ORD0009299,UPS,jpX65217255,2025-03-11,In Transit
SHP0009300,ORD0009300,FedEx,yvG65744805,2024-01-05,In Transit
SHP0009301,ORD0009301,FedEx,YRp16020360,2026-05-25,Delivered
SHP0009302,ORD0009302,DHL,jQa03699964,2023-11-17,Delivered
SHP0009303,ORD0009303,DHL,sIf65409072,2024-05-24,Delivered
SHP0009304,ORD0009304,FedEx,Bai69614619,2023-07-17,In Transit
SHP0009305,ORD0009305,UPS,THS09858889,2024-04-28,In Transit
SHP0009306,ORD0009306,FedEx,WAw36656760,2025-06-08,In Transit
SHP0009307,ORD0009307,FedEx,cec50682334,2025-11-09,Delivered
SHP0009308,ORD0009308,UPS,vZh67964549,2024-07-14,In Transit
SHP0009309,ORD0009309,FedEx,huy21455000,2024-12-28,Delivered
SHP0009310,ORD0009310,FedEx,lep35522783,2026-01-18,Pending
SHP0009311,ORD0009311,DHL,Edn47162532,2024-10-02,In Transit
SHP0009312,ORD0009312,USPS,ocs96203999,2024-04-19,Pending
SHP0009313,ORD0009313,DHL,hzY61595285,2025-01-09,In Transit
SHP0009314,ORD0009314,DHL,nzt65911566,2026-06-02,Delivered
SHP0009315,ORD0009315,FedEx,XXL43126030,2023-07-29,Delivered
SHP0009316,ORD0009316,UPS,aBA26710072,2023-10-28,Delivered
SHP0009317,ORD0009317,FedEx,UQF42684845,2025-06-05,In Transit
SHP0009318,ORD0009318,DHL,wmp24837839,2024-08-01,In Transit
SHP0009319,ORD0009319,UPS,AKa07978635,2023-07-13,Pending
SHP0009320,ORD0009320,UPS,muL63076250,2023-08-31,Delivered
SHP0009321,ORD0009321,FedEx,zwI49042578,2023-08-11,In Transit
SHP0009322,ORD0009322,DHL,dOs36246030,2024-12-10,Delivered
SHP0009323,ORD0009323,UPS,nZq85508264,2023-10-03,In Transit
SHP0009324,ORD0009324,USPS,EpU01661355,2025-08-18,In Transit
SHP0009325,ORD0009325,FedEx,fQk99026445,2026-03-28,Delivered
SHP0009326,ORD0009326,UPS,YgB85603660,2025-11-07,Delivered
SHP0009327,ORD0009327,UPS,Qnk98980592,2025-07-04,In Transit
SHP0009328,ORD0009328,DHL,zvx39480359,2023-10-13,In Transit
SHP0009329,ORD0009329,UPS,Zel46973454,2023-07-20,In Transit
SHP0009330,ORD0009330,DHL,oIL79488267,2025-12-21,Pending
SHP0009331,ORD0009331,FedEx,tXF14140695,2024-12-15,Pending
SHP0009332,ORD0009332,UPS,Riz48114063,2024-06-11,Delivered
SHP0009333,ORD0009333,FedEx,RVy59245390,2023-12-20,In Transit
SHP0009334,ORD0009334,FedEx,VWt70560827,2026-05-09,In Transit
SHP0009335,ORD0009335,USPS,PHn79586179,2025-09-01,Delivered
SHP0009336,ORD0009336,USPS,FZg11059686,2024-08-16,Delivered
SHP0009337,ORD0009337,DHL,kmS88986625,2023-09-24,Delivered
SHP0009338,ORD0009338,USPS,Hdr28100834,2024-01-25,Delivered
SHP0009339,ORD0009339,USPS,RkO80458907,2025-01-14,Delivered
SHP0009340,ORD0009340,UPS,KMx87347996,2026-03-31,Delivered
SHP0009341,ORD0009341,DHL,bNm18154509,2024-12-05,Delivered
SHP0009342,ORD0009342,UPS,ACC32675229,2025-10-22,Delivered
SHP0009343,ORD0009343,FedEx,Ebw84580442,2026-01-19,In Transit
SHP0009344,ORD0009344,FedEx,WyN94970883,2025-03-21,In Transit
SHP0009345,ORD0009345,FedEx,ZOe10325126,2026-03-25,Delivered
SHP0009346,ORD0009346,FedEx,NRI47118703,2025-09-10,Delivered
SHP0009347,ORD0009347,USPS,xFj30296229,2024-05-16,Delivered
SHP0009348,ORD0009348,UPS,KzW43821046,2026-06-02,Pending
SHP0009349,ORD0009349,USPS,KNK58850499,2025-06-30,Pending
SHP0009350,ORD0009350,UPS,wmW49232832,2023-12-25,In Transit
SHP0009351,ORD0009351,DHL,jXJ43086321,2026-04-11,In Transit
SHP0009352,ORD0009352,FedEx,Lps22951313,2025-02-24,Delivered
SHP0009353,ORD0009353,UPS,EZT24309270,2023-12-06,In Transit
SHP0009354,ORD0009354,USPS,tRx55777394,2025-05-29,Pending
SHP0009355,ORD0009355,UPS,tQM10776116,2024-12-05,In Transit
SHP0009356,ORD0009356,DHL,NRL12293636,2025-02-27,In Transit
SHP0009357,ORD0009357,FedEx,oys93295050,2024-08-12,Delivered
SHP0009358,ORD0009358,FedEx,fVp48092820,2026-05-01,Delivered
SHP0009359,ORD0009359,UPS,vLQ13198640,2026-03-18,Pending
SHP0009360,ORD0009360,DHL,ITX73567266,2024-03-14,Delivered
SHP0009361,ORD0009361,DHL,paR46765584,2026-03-29,Pending
SHP0009362,ORD0009362,USPS,ruq04007352,2025-03-14,Delivered
SHP0009363,ORD0009363,USPS,usi11451884,2026-04-30,Delivered
SHP0009364,ORD0009364,USPS,aqI99020466,2024-05-09,Delivered
SHP0009365,ORD0009365,UPS,CYh03986905,2025-08-02,Delivered
SHP0009366,ORD0009366,USPS,BVQ83736684,2026-05-26,Delivered
SHP0009367,ORD0009367,FedEx,yDk50033687,2025-05-02,In Transit
SHP0009368,ORD0009368,DHL,uRu02525050,2024-01-11,Pending
SHP0009369,ORD0009369,USPS,hZr83780297,2026-03-12,Pending
SHP0009370,ORD0009370,DHL,odG97762114,2026-04-27,Delivered
SHP0009371,ORD0009371,USPS,hnJ94770722,2024-11-29,Delivered
SHP0009372,ORD0009372,FedEx,Bxi87975559,2024-05-17,Delivered
SHP0009373,ORD0009373,USPS,Hxm60689757,2024-12-12,Pending
SHP0009374,ORD0009374,DHL,IXV43416785,2024-10-29,Pending
SHP0009375,ORD0009375,UPS,grb24990577,2025-10-21,Pending
SHP0009376,ORD0009376,DHL,LtM60316476,2026-03-31,Delivered
SHP0009377,ORD0009377,DHL,zxa56723993,2026-01-20,Delivered
SHP0009378,ORD0009378,FedEx,myJ53632299,2025-02-02,In Transit
SHP0009379,ORD0009379,UPS,njI80612957,2024-08-19,In Transit
SHP0009380,ORD0009380,FedEx,lfp85327814,2025-07-08,Delivered
SHP0009381,ORD0009381,FedEx,gZa06921073,2024-08-12,In Transit
SHP0009382,ORD0009382,UPS,UTp76470117,2025-05-31,Pending
SHP0009383,ORD0009383,FedEx,khU72320075,2025-07-24,In Transit
SHP0009384,ORD0009384,FedEx,Ijw13212405,2025-04-11,In Transit
SHP0009385,ORD0009385,UPS,wyh16821064,2023-11-09,Delivered
SHP0009386,ORD0009386,USPS,ceF12241477,2025-11-21,Delivered
SHP0009387,ORD0009387,USPS,QJR36990682,2024-01-10,In Transit
SHP0009388,ORD0009388,DHL,vbk56118922,2023-06-22,In Transit
SHP0009389,ORD0009389,DHL,KnZ75357091,2025-04-16,In Transit
SHP0009390,ORD0009390,FedEx,wzw55581094,2023-10-05,In Transit
SHP0009391,ORD0009391,DHL,zZb95138106,2025-10-07,In Transit
SHP0009392,ORD0009392,USPS,jdE25327095,2023-07-18,Delivered
SHP0009393,ORD0009393,USPS,JJH97009618,2025-02-15,In Transit
SHP0009394,ORD0009394,USPS,qgn40980066,2024-12-28,In Transit
SHP0009395,ORD0009395,DHL,dNh02495062,2025-07-14,In Transit
SHP0009396,ORD0009396,FedEx,TEP97403347,2023-12-03,In Transit
SHP0009397,ORD0009397,USPS,jZy05908345,2023-07-21,Pending
SHP0009398,ORD0009398,FedEx,tZn42491199,2024-05-08,Delivered
SHP0009399,ORD0009399,DHL,ChA19743291,2024-03-31,Pending
SHP0009400,ORD0009400,UPS,aLX95560283,2023-12-01,In Transit
SHP0009401,ORD0009401,DHL,oMz55049840,2025-06-18,In Transit
SHP0009402,ORD0009402,FedEx,dsi44369020,2023-08-14,Delivered
SHP0009403,ORD0009403,FedEx,PhL76942670,2025-10-05,In Transit
SHP0009404,ORD0009404,UPS,wHS64300748,2026-06-02,Delivered
SHP0009405,ORD0009405,FedEx,JIc73318017,2025-04-29,Delivered
SHP0009406,ORD0009406,UPS,Zct30272526,2025-07-17,Pending
SHP0009407,ORD0009407,USPS,LHw71161731,2024-01-21,Delivered
SHP0009408,ORD0009408,USPS,VIV87413749,2024-11-03,In Transit
SHP0009409,ORD0009409,USPS,XVY78862518,2025-06-22,Delivered
SHP0009410,ORD0009410,USPS,qps48988096,2024-09-15,Pending
SHP0009411,ORD0009411,FedEx,PHp41113417,2025-11-20,Delivered
SHP0009412,ORD0009412,FedEx,EhG09399848,2026-01-22,Delivered
SHP0009413,ORD0009413,UPS,ipE29057947,2024-07-19,Delivered
SHP0009414,ORD0009414,DHL,xHE49929746,2026-02-13,Delivered
SHP0009415,ORD0009415,DHL,pyT84393925,2024-11-17,Delivered
SHP0009416,ORD0009416,DHL,IwA19782863,2026-04-18,Delivered
SHP0009417,ORD0009417,DHL,mWs34894352,2026-02-28,Delivered
SHP0009418,ORD0009418,UPS,qsR85394615,2025-04-19,Delivered
SHP0009419,ORD0009419,FedEx,NVc96923605,2024-01-09,In Transit
SHP0009420,ORD0009420,UPS,skL96980866,2024-05-31,Pending
SHP0009421,ORD0009421,FedEx,zaB19983705,2023-07-28,Delivered
SHP0009422,ORD0009422,FedEx,Lge70897020,2024-03-23,In Transit
SHP0009423,ORD0009423,USPS,xJC80863179,2024-10-25,Pending
SHP0009424,ORD0009424,UPS,nwI69092053,2025-01-07,Delivered
SHP0009425,ORD0009425,FedEx,alC34885737,2025-10-08,Delivered
SHP0009426,ORD0009426,DHL,PAM94884006,2024-02-08,Delivered
SHP0009427,ORD0009427,UPS,DlX70423229,2024-12-03,Pending
SHP0009428,ORD0009428,USPS,rdO46074588,2026-03-04,In Transit
SHP0009429,ORD0009429,FedEx,eFK65553250,2024-03-25,Delivered
SHP0009430,ORD0009430,USPS,tUB69152942,2024-08-07,In Transit
SHP0009431,ORD0009431,UPS,dIX52361661,2025-10-11,Delivered
SHP0009432,ORD0009432,FedEx,bAg78580411,2025-02-11,In Transit
SHP0009433,ORD0009433,USPS,rsi84696683,2024-02-27,Pending
SHP0009434,ORD0009434,UPS,gwr63738341,2026-06-14,Pending
SHP0009435,ORD0009435,USPS,nGg47915338,2024-09-27,In Transit
SHP0009436,ORD0009436,FedEx,Tdp83321126,2024-06-15,Pending
SHP0009437,ORD0009437,FedEx,QoM99661954,2024-01-21,In Transit
SHP0009438,ORD0009438,USPS,STf95443940,2024-10-15,In Transit
SHP0009439,ORD0009439,UPS,zCQ85078161,2025-11-12,Delivered
SHP0009440,ORD0009440,DHL,NWU49163966,2024-02-03,Pending
SHP0009441,ORD0009441,UPS,dkA14555378,2024-08-04,Pending
SHP0009442,ORD0009442,FedEx,etN21704907,2026-06-01,Pending
SHP0009443,ORD0009443,UPS,aQe85971504,2026-03-01,In Transit
SHP0009444,ORD0009444,FedEx,ksL40982031,2025-07-05,Delivered
SHP0009445,ORD0009445,DHL,lMd65906026,2025-01-15,Delivered
SHP0009446,ORD0009446,USPS,UkL93580995,2024-08-23,Delivered
SHP0009447,ORD0009447,FedEx,DfI31429826,2023-07-25,Delivered
SHP0009448,ORD0009448,DHL,ZQm15686543,2023-11-08,Delivered
SHP0009449,ORD0009449,DHL,fap21588774,2024-06-24,Delivered
SHP0009450,ORD0009450,USPS,oHe07789766,2024-11-07,Delivered
SHP0009451,ORD0009451,UPS,bcy75879693,2024-04-20,Delivered
SHP0009452,ORD0009452,USPS,xwm77158274,2025-04-08,Delivered
SHP0009453,ORD0009453,USPS,jIz07824561,2025-11-17,In Transit
SHP0009454,ORD0009454,UPS,DwE98217952,2026-05-10,Pending
SHP0009455,ORD0009455,DHL,pNx11906278,2025-09-11,Delivered
SHP0009456,ORD0009456,USPS,fwB73290844,2023-06-19,In Transit
SHP0009457,ORD0009457,DHL,ycI31307518,2023-08-06,Delivered
SHP0009458,ORD0009458,UPS,wcB61302457,2023-10-21,In Transit
SHP0009459,ORD0009459,FedEx,UpE86776295,2025-10-17,Delivered
SHP0009460,ORD0009460,USPS,ePh39567308,2025-09-14,Pending
SHP0009461,ORD0009461,UPS,kOs65069217,2023-09-10,Delivered
SHP0009462,ORD0009462,DHL,fZT74540738,2026-03-19,Pending
SHP0009463,ORD0009463,UPS,UdD42845719,2025-02-06,Delivered
SHP0009464,ORD0009464,USPS,aBx75608666,2026-01-04,Delivered
SHP0009465,ORD0009465,DHL,mVw74807718,2023-08-11,Delivered
SHP0009466,ORD0009466,DHL,mPt79380640,2023-09-12,Pending
SHP0009467,ORD0009467,UPS,dbV59543966,2025-11-24,Pending
SHP0009468,ORD0009468,UPS,XEz83316816,2026-05-21,Pending
SHP0009469,ORD0009469,USPS,UTr28793856,2024-07-10,Delivered
SHP0009470,ORD0009470,FedEx,qmc67672301,2026-01-14,Delivered
SHP0009471,ORD0009471,USPS,hAY69479396,2025-09-19,Delivered
SHP0009472,ORD0009472,FedEx,QRv83525796,2024-08-23,Delivered
SHP0009473,ORD0009473,FedEx,wty39557042,2025-06-18,In Transit
SHP0009474,ORD0009474,FedEx,HsP77297681,2025-12-09,Pending
SHP0009475,ORD0009475,UPS,wCS98542942,2025-10-01,In Transit
SHP0009476,ORD0009476,FedEx,ueL35180119,2023-06-28,Pending
SHP0009477,ORD0009477,UPS,iTN80469137,2023-06-25,In Transit
SHP0009478,ORD0009478,DHL,iho01883224,2024-01-25,In Transit
SHP0009479,ORD0009479,FedEx,wwW69719142,2026-02-23,Delivered
SHP0009480,ORD0009480,USPS,Hci14031860,2025-10-06,In Transit
SHP0009481,ORD0009481,USPS,fbN22762495,2026-03-20,Pending
SHP0009482,ORD0009482,USPS,fCj51273549,2024-11-02,Delivered
SHP0009483,ORD0009483,UPS,OPF84778503,2026-05-28,Delivered
SHP0009484,ORD0009484,UPS,rdM04092846,2024-08-13,Delivered
SHP0009485,ORD0009485,FedEx,XCd12044697,2023-12-04,Delivered
SHP0009486,ORD0009486,DHL,Qou32477283,2025-02-20,In Transit
SHP0009487,ORD0009487,UPS,wAg34843271,2024-04-15,Pending
SHP0009488,ORD0009488,DHL,zLU09385086,2024-10-01,Pending
SHP0009489,ORD0009489,DHL,fIi52463601,2024-05-09,Pending
SHP0009490,ORD0009490,FedEx,TRw98001714,2024-04-11,Pending
SHP0009491,ORD0009491,FedEx,KvX00261491,2026-01-15,In Transit
SHP0009492,ORD0009492,DHL,Ytd79755879,2024-01-05,Pending
SHP0009493,ORD0009493,USPS,GnH36867127,2024-09-29,Delivered
SHP0009494,ORD0009494,FedEx,qkB18647238,2024-08-12,In Transit
SHP0009495,ORD0009495,USPS,NSa07407338,2025-03-29,Delivered
SHP0009496,ORD0009496,USPS,ucL58919284,2024-12-29,Delivered
SHP0009497,ORD0009497,FedEx,jMd81084420,2026-04-02,Pending
SHP0009498,ORD0009498,UPS,UqK73414242,2026-06-06,Pending
SHP0009499,ORD0009499,DHL,QyK59592059,2024-05-30,In Transit
SHP0009500,ORD0009500,UPS,Tgk02104047,2025-05-07,Delivered
SHP0009501,ORD0009501,USPS,Sgw28664195,2026-03-29,Pending
SHP0009502,ORD0009502,USPS,eYL52362039,2023-12-04,Pending
SHP0009503,ORD0009503,UPS,AFO66516595,2025-07-04,Delivered
SHP0009504,ORD0009504,UPS,ikz23007513,2024-01-17,Delivered
SHP0009505,ORD0009505,UPS,fZQ20994500,2023-12-07,Delivered
SHP0009506,ORD0009506,USPS,dom65111883,2025-05-21,Delivered
SHP0009507,ORD0009507,FedEx,heT98798395,2025-01-23,In Transit
SHP0009508,ORD0009508,FedEx,YME69682715,2025-12-18,Delivered
SHP0009509,ORD0009509,UPS,Pue06046414,2024-08-15,Pending
SHP0009510,ORD0009510,DHL,zAn38638453,2024-04-07,Pending
SHP0009511,ORD0009511,USPS,roT98009950,2023-09-07,Delivered
SHP0009512,ORD0009512,DHL,sbA10201792,2025-06-27,Delivered
SHP0009513,ORD0009513,USPS,qJc17544542,2024-11-28,In Transit
SHP0009514,ORD0009514,DHL,GZO69034926,2026-03-09,Delivered
SHP0009515,ORD0009515,FedEx,fFO66686625,2024-09-06,Delivered
SHP0009516,ORD0009516,FedEx,pSS61141626,2024-11-11,Pending
SHP0009517,ORD0009517,USPS,USa90524709,2025-10-25,Pending
SHP0009518,ORD0009518,UPS,zmZ10869772,2025-05-21,Delivered
SHP0009519,ORD0009519,UPS,iAZ83599008,2024-04-01,Pending
SHP0009520,ORD0009520,DHL,qDZ50945812,2023-10-09,In Transit
SHP0009521,ORD0009521,UPS,FQv41491676,2026-06-02,Pending
SHP0009522,ORD0009522,FedEx,GAc46761857,2025-05-29,In Transit
SHP0009523,ORD0009523,DHL,lwc38245631,2026-01-25,Delivered
SHP0009524,ORD0009524,FedEx,JHb54575183,2025-11-02,Pending
SHP0009525,ORD0009525,UPS,pbv01618055,2024-03-04,Pending
SHP0009526,ORD0009526,DHL,zAX70609103,2024-06-19,In Transit
SHP0009527,ORD0009527,DHL,QYs39511555,2025-06-18,Pending
SHP0009528,ORD0009528,DHL,hQL66163803,2024-11-07,Delivered
SHP0009529,ORD0009529,FedEx,AUx21780252,2025-08-06,Delivered
SHP0009530,ORD0009530,UPS,wCo30231974,2023-08-07,Delivered
SHP0009531,ORD0009531,UPS,EaU48624203,2024-02-08,In Transit
SHP0009532,ORD0009532,USPS,JeM76909849,2024-11-14,Delivered
SHP0009533,ORD0009533,DHL,lqW36350378,2025-02-14,Pending
SHP0009534,ORD0009534,DHL,hDn90482606,2024-11-29,In Transit
SHP0009535,ORD0009535,USPS,bhT32161361,2026-02-07,Delivered
SHP0009536,ORD0009536,USPS,wQK20858253,2024-06-30,Delivered
SHP0009537,ORD0009537,UPS,KBM96093786,2024-05-16,In Transit
SHP0009538,ORD0009538,UPS,PTV90400006,2026-05-15,Pending
SHP0009539,ORD0009539,UPS,JPW18929734,2025-07-13,In Transit
SHP0009540,ORD0009540,DHL,LGA32975750,2024-01-06,In Transit
SHP0009541,ORD0009541,UPS,ApH26961171,2026-02-14,In Transit
SHP0009542,ORD0009542,FedEx,lZF91217686,2024-11-02,Pending
SHP0009543,ORD0009543,DHL,ljk34966426,2024-09-30,Pending
SHP0009544,ORD0009544,DHL,Tyk75568981,2023-08-09,Pending
SHP0009545,ORD0009545,UPS,Hwf48494995,2026-03-01,Pending
SHP0009546,ORD0009546,UPS,hXa86750798,2025-06-27,Delivered
SHP0009547,ORD0009547,UPS,RjH07321866,2025-02-02,Pending
SHP0009548,ORD0009548,UPS,Oip36102561,2024-07-30,Delivered
SHP0009549,ORD0009549,UPS,UaE98907858,2024-05-31,Delivered
SHP0009550,ORD0009550,DHL,llU98247300,2026-01-02,In Transit
SHP0009551,ORD0009551,FedEx,UIO04025033,2025-06-15,In Transit
SHP0009552,ORD0009552,FedEx,YTM66799941,2024-10-12,In Transit
SHP0009553,ORD0009553,FedEx,dBY56347057,2023-08-26,In Transit
SHP0009554,ORD0009554,FedEx,XBB16051288,2024-06-10,Pending
SHP0009555,ORD0009555,USPS,Mqf41765833,2025-01-08,Delivered
SHP0009556,ORD0009556,DHL,Fuh14719473,2026-03-18,Pending
SHP0009557,ORD0009557,FedEx,DLT83224437,2025-07-01,In Transit
SHP0009558,ORD0009558,FedEx,tYQ70966751,2024-08-27,In Transit
SHP0009559,ORD0009559,DHL,YIV21196138,2024-01-16,Pending
SHP0009560,ORD0009560,DHL,eDx54843013,2024-10-18,Delivered
SHP0009561,ORD0009561,DHL,GKx05008214,2024-06-21,In Transit
SHP0009562,ORD0009562,USPS,nkm84916364,2024-03-18,In Transit
SHP0009563,ORD0009563,FedEx,EAr79758129,2025-05-08,Delivered
SHP0009564,ORD0009564,DHL,Mfa13604475,2024-02-13,Pending
SHP0009565,ORD0009565,FedEx,gRi57327470,2026-01-08,Delivered
SHP0009566,ORD0009566,USPS,vya99804960,2025-02-15,In Transit
SHP0009567,ORD0009567,DHL,Qpe24821856,2025-03-27,Pending
SHP0009568,ORD0009568,UPS,fsY42027434,2025-12-18,Delivered
SHP0009569,ORD0009569,DHL,Rrj65369197,2024-10-28,In Transit
SHP0009570,ORD0009570,USPS,ENZ62167347,2026-05-28,Delivered
SHP0009571,ORD0009571,FedEx,sHD29252897,2025-07-10,Pending
SHP0009572,ORD0009572,DHL,NBo42309760,2024-02-21,In Transit
SHP0009573,ORD0009573,DHL,HSQ02315697,2023-07-26,In Transit
SHP0009574,ORD0009574,DHL,WoQ54951710,2024-07-23,In Transit
SHP0009575,ORD0009575,DHL,XwE39607118,2024-06-15,Pending
SHP0009576,ORD0009576,FedEx,bff49720775,2026-03-29,In Transit
SHP0009577,ORD0009577,DHL,RvI53594152,2025-01-15,Delivered
SHP0009578,ORD0009578,FedEx,jZl95324965,2025-08-20,Delivered
SHP0009579,ORD0009579,FedEx,FSB38163885,2024-07-16,Delivered
SHP0009580,ORD0009580,USPS,MMx26328341,2023-09-13,Delivered
SHP0009581,ORD0009581,UPS,Ysv54359073,2025-08-14,Pending
SHP0009582,ORD0009582,FedEx,EtP42057803,2025-07-24,Pending
SHP0009583,ORD0009583,UPS,KAw53324509,2024-01-22,Delivered
SHP0009584,ORD0009584,DHL,dMH52927192,2024-02-16,Delivered
SHP0009585,ORD0009585,FedEx,kCp74429287,2023-11-05,Pending
SHP0009586,ORD0009586,FedEx,Klv98038630,2025-01-19,Delivered
SHP0009587,ORD0009587,UPS,YZv34434714,2024-09-09,Pending
SHP0009588,ORD0009588,USPS,mAQ91443700,2024-09-12,Delivered
SHP0009589,ORD0009589,FedEx,izs59807629,2024-07-27,Delivered
SHP0009590,ORD0009590,USPS,BtC49103463,2024-11-15,Delivered
SHP0009591,ORD0009591,DHL,VKx65881380,2024-05-10,Pending
SHP0009592,ORD0009592,DHL,cuU24024192,2024-11-28,Delivered
SHP0009593,ORD0009593,DHL,tbN72178055,2024-08-28,Delivered
SHP0009594,ORD0009594,DHL,uRx45123775,2026-04-10,Delivered
SHP0009595,ORD0009595,UPS,qph97665336,2024-04-18,In Transit
SHP0009596,ORD0009596,UPS,jSY29043309,2025-10-30,Delivered
SHP0009597,ORD0009597,DHL,MZE35587659,2025-09-28,Delivered
SHP0009598,ORD0009598,UPS,aiY53585374,2025-05-09,Delivered
SHP0009599,ORD0009599,FedEx,Awz87124435,2024-02-29,Delivered
SHP0009600,ORD0009600,FedEx,grC17138029,2023-09-21,Delivered
SHP0009601,ORD0009601,DHL,vCW10484336,2024-10-08,Delivered
SHP0009602,ORD0009602,FedEx,pnp56778187,2025-09-16,Delivered
SHP0009603,ORD0009603,UPS,wzj97077912,2024-10-06,In Transit
SHP0009604,ORD0009604,FedEx,BFL26345014,2024-05-31,Delivered
SHP0009605,ORD0009605,USPS,rUr93784504,2024-05-12,Delivered
SHP0009606,ORD0009606,FedEx,czh13191421,2024-09-15,Delivered
SHP0009607,ORD0009607,FedEx,tcd56334764,2025-02-26,In Transit
SHP0009608,ORD0009608,UPS,hwk86586983,2025-06-17,In Transit
SHP0009609,ORD0009609,FedEx,MIh31047768,2024-03-25,Delivered
SHP0009610,ORD0009610,USPS,OpZ75522229,2026-01-16,Pending
SHP0009611,ORD0009611,FedEx,OWJ67140280,2024-11-24,Delivered
SHP0009612,ORD0009612,DHL,yyX57352921,2024-03-26,Delivered
SHP0009613,ORD0009613,USPS,Wgp62404445,2024-12-15,Pending
SHP0009614,ORD0009614,UPS,Rvn13138307,2024-08-28,Delivered
SHP0009615,ORD0009615,FedEx,DNv72560939,2025-12-21,Delivered
SHP0009616,ORD0009616,UPS,tQj89625369,2024-11-08,Delivered
SHP0009617,ORD0009617,USPS,tML81022429,2024-08-07,In Transit
SHP0009618,ORD0009618,FedEx,YoY65873961,2026-06-14,Delivered
SHP0009619,ORD0009619,FedEx,IJN23375352,2023-07-25,Delivered
SHP0009620,ORD0009620,UPS,bdj85977517,2024-05-02,Delivered
SHP0009621,ORD0009621,UPS,QOM80847978,2023-10-09,Delivered
SHP0009622,ORD0009622,DHL,hhy02729268,2023-12-27,Delivered
SHP0009623,ORD0009623,UPS,Vtb98925173,2024-11-11,Delivered
SHP0009624,ORD0009624,FedEx,Dbx61507095,2023-09-24,In Transit
SHP0009625,ORD0009625,USPS,cCM13722383,2024-03-04,In Transit
SHP0009626,ORD0009626,USPS,xAN37219950,2025-07-25,Pending
SHP0009627,ORD0009627,FedEx,Nhw57544580,2026-03-09,Delivered
SHP0009628,ORD0009628,FedEx,lgc96218418,2025-07-01,In Transit
SHP0009629,ORD0009629,DHL,fjc68575936,2024-01-16,Delivered
SHP0009630,ORD0009630,UPS,jpc75154084,2026-03-27,Delivered
SHP0009631,ORD0009631,DHL,ecu08030161,2025-09-30,Pending
SHP0009632,ORD0009632,USPS,yaU24727602,2026-06-11,Delivered
SHP0009633,ORD0009633,USPS,Zct22429067,2024-05-10,Delivered
SHP0009634,ORD0009634,UPS,DrD91135168,2025-08-06,Delivered
