request_id,account_id,contact_id,product_id,order_id,issue_type,status,service_request_date
SR0000666,ACC000153,CON000153,PROD001025,ORD0014409,Technical Issue,In Progress,2025-09-13
SR0000667,ACC008872,CON008872,PROD000191,ORD0020645,Warranty,Closed,2025-11-19
SR0000668,ACC009484,CON009484,PROD001611,ORD0029781,Return,Closed,2025-04-15
SR0000669,ACC002728,CON002728,PROD001703,ORD0002107,Refund,In Progress,2025-04-14
SR0000670,ACC008795,CON008795,PROD001065,ORD0046699,Warranty,Open,2024-02-24
SR0000671,ACC006259,CON006259,PROD000253,ORD0044213,Technical Issue,In Progress,2025-05-07
SR0000672,ACC003345,CON003345,PROD000354,ORD0021568,Refund,Closed,2025-09-11
SR0000673,ACC004108,CON004108,PROD001797,ORD0045812,Refund,Closed,2025-09-26
SR0000674,ACC003445,CON003445,PROD001625,ORD0044813,Refund,Open,2023-08-16
SR0000675,ACC004361,CON004361,PROD000898,ORD0014116,Technical Issue,Closed,2025-09-28
SR0000676,ACC001597,CON001597,PROD000424,ORD0030620,Warranty,Closed,2024-07-10
SR0000677,ACC005619,CON005619,PROD001382,ORD0036909,Technical Issue,In Progress,2025-05-15
SR0000678,ACC006064,CON006064,PROD001752,ORD0045127,Warranty,Open,2025-08-16
SR0000679,ACC000829,CON000829,PROD001832,ORD0038808,Return,Closed,2026-01-09
SR0000680,ACC000806,CON000806,PROD000717,ORD0030598,Technical Issue,Closed,2023-08-19
SR0000681,ACC001638,CON001638,PROD001614,ORD0036088,Warranty,Open,2023-08-24
SR0000682,ACC002624,CON002624,PROD000955,ORD0016916,Return,Open,2025-07-25
SR0000683,ACC006946,CON006946,PROD001066,ORD0037551,Warranty,Closed,2024-02-19
SR0000684,ACC009673,CON009673,PROD001869,ORD0014527,Technical Issue,Closed,2025-11-11
SR0000685,ACC003715,CON003715,PROD001351,ORD0027563,Technical Issue,Open,2023-11-29
SR0000686,ACC003229,CON003229,PROD000353,ORD0026220,Return,Open,2025-05-05
SR0000687,ACC008473,CON008473,PROD001694,ORD0034516,Warranty,Closed,2024-10-20
SR0000688,ACC002366,CON002366,PROD001538,ORD0023340,Warranty,Closed,2024-02-06
SR0000689,ACC008147,CON008147,PROD000321,ORD0003117,Warranty,Open,2026-04-23
SR0000690,ACC004250,CON004250,PROD000205,ORD0012614,Warranty,Closed,2025-07-19
SR0000691,ACC004869,CON004869,PROD001887,ORD0024789,Warranty,In Progress,2024-08-27
SR0000692,ACC007382,CON007382,PROD000283,ORD0040742,Refund,Open,2024-10-02
SR0000693,ACC001935,CON001935,PROD001611,ORD0036869,Technical Issue,Closed,2023-11-30
SR0000694,ACC001119,CON001119,PROD000635,ORD0020927,Return,Open,2025-10-20
SR0000695,ACC006627,CON006627,PROD000058,ORD0014755,Warranty,Closed,2023-09-03
SR0000696,ACC002521,CON002521,PROD000011,ORD0020294,Refund,Open,2025-02-19
SR0000697,ACC009568,CON009568,PROD000931,ORD0024306,Return,In Progress,2025-02-14
SR0000698,ACC000992,CON000992,PROD001993,ORD0010545,Technical Issue,Closed,2025-07-08
SR0000699,ACC006934,CON006934,PROD001651,ORD0038799,Refund,In Progress,2023-11-05
SR0000700,ACC001702,CON001702,PROD000954,ORD0006953,Technical Issue,In Progress,2026-04-03
SR0000701,ACC000363,CON000363,PROD000733,ORD0028405,Technical Issue,Open,2025-08-22
SR0000702,ACC003371,CON003371,PROD000257,ORD0001552,Technical Issue,Closed,2025-03-16
SR0000703,ACC002339,CON002339,PROD001938,ORD0009418,Warranty,In Progress,2025-04-22
SR0000704,ACC004807,CON004807,PROD000112,ORD0022603,Return,Closed,2025-03-15
SR0000705,ACC006914,CON006914,PROD001676,ORD0011836,Technical Issue,Closed,2024-09-25
SR0000706,ACC001355,CON001355,PROD001389,ORD0043746,Warranty,Open,2025-09-17
SR0000707,ACC004510,CON004510,PROD001737,ORD0041798,Refund,In Progress,2024-09-04
SR0000708,ACC001655,CON001655,PROD001272,ORD0016301,Refund,Closed,2026-02-28
SR0000709,ACC002345,CON002345,PROD001598,ORD0040491,Warranty,Open,2026-03-02
SR0000710,ACC001880,CON001880,PROD000449,ORD0047341,Refund,In Progress,2023-11-08
SR0000711,ACC008099,CON008099,PROD000421,ORD0047446,Warranty,Open,2024-04-27
SR0000712,ACC003431,CON003431,PROD000816,ORD0049022,Refund,Closed,2025-01-17
SR0000713,ACC009205,CON009205,PROD000761,ORD0027927,Technical Issue,Closed,2026-03-31
SR0000714,ACC005287,CON005287,PROD000448,ORD0033131,Technical Issue,Open,2024-10-22
SR0000715,ACC007728,CON007728,PROD001836,ORD0032174,Return,In Progress,2025-06-07
SR0000716,ACC007364,CON007364,PROD001533,ORD0022513,Return,Open,2023-10-25
SR0000717,ACC000879,CON000879,PROD001110,ORD0045016,Warranty,Closed,2024-07-16
SR0000718,ACC007300,CON007300,PROD001943,ORD0035133,Warranty,Closed,2024-02-15
SR0000719,ACC002568,CON002568,PROD001415,ORD0045531,Technical Issue,In Progress,2026-06-14
SR0000720,ACC002840,CON002840,PROD000386,ORD0030838,Warranty,Closed,2024-08-10
SR0000721,ACC007103,CON007103,PROD000114,ORD0026907,Return,Open,2025-11-19
SR0000722,ACC000233,CON000233,PROD000686,ORD0014875,Return,In Progress,2024-09-23
SR0000723,ACC007790,CON007790,PROD000189,ORD0047273,Technical Issue,Open,2023-10-03
SR0000724,ACC004466,CON004466,PROD000773,ORD0029587,Refund,In Progress,2024-07-25
SR0000725,ACC003214,CON003214,PROD001056,ORD0007976,Return,In Progress,2024-09-13
SR0000726,ACC006478,CON006478,PROD001801,ORD0046560,Warranty,In Progress,2025-10-07
SR0000727,ACC005431,CON005431,PROD001589,ORD0020953,Return,In Progress,2023-08-17
SR0000728,ACC001551,CON001551,PROD000020,ORD0045300,Refund,In Progress,2024-02-22
SR0000729,ACC009083,CON009083,PROD000682,ORD0013649,Refund,Closed,2024-06-13
SR0000730,ACC000839,CON000839,PROD000619,ORD0025539,Refund,In Progress,2024-11-23
SR0000731,ACC004299,CON004299,PROD001569,ORD0034803,Warranty,In Progress,2024-04-04
SR0000732,ACC009433,CON009433,PROD001584,ORD0028364,Return,In Progress,2025-08-17
SR0000733,ACC003168,CON003168,PROD001026,ORD0020740,Refund,Open,2025-01-12
SR0000734,ACC002586,CON002586,PROD000324,ORD0028255,Return,In Progress,2026-06-30
SR0000735,ACC008409,CON008409,PROD000091,ORD0017100,Return,In Progress,2024-02-04
SR0000736,ACC000118,CON000118,PROD000026,ORD0035638,Return,Closed,2024-01-07
SR0000737,ACC006259,CON006259,PROD001329,ORD0044230,Refund,Closed,2024-03-04
SR0000738,ACC004531,CON004531,PROD001954,ORD0022615,Refund,Closed,2024-09-11
SR0000739,ACC001194,CON001194,PROD000941,ORD0049085,Return,Open,2025-01-13
SR0000740,ACC006533,CON006533,PROD000888,ORD0005506,Warranty,Closed,2024-10-07
SR0000741,ACC003035,CON003035,PROD000618,ORD0041153,Refund,Open,2023-08-19
SR0000742,ACC007677,CON007677,PROD001583,ORD0035537,Return,Open,2024-03-25
SR0000743,ACC006598,CON006598,PROD001929,ORD0024485,Warranty,Closed,2024-04-04
SR0000744,ACC008976,CON008976,PROD001019,ORD0013496,Technical Issue,In Progress,2024-02-04
SR0000745,ACC001883,CON001883,PROD000808,ORD0011409,Technical Issue,Open,2025-05-26
SR0000746,ACC006073,CON006073,PROD000540,ORD0008206,Warranty,Closed,2025-08-16
SR0000747,ACC003732,CON003732,PROD001764,ORD0013246,Warranty,Closed,2025-09-04
SR0000748,ACC007144,CON007144,PROD000875,ORD0000396,Refund,Open,2024-05-29
SR0000749,ACC000157,CON000157,PROD000071,ORD0035539,Refund,In Progress,2024-02-23
SR0000750,ACC003957,CON003957,PROD000831,ORD0033672,Technical Issue,Closed,2026-01-03
SR0000751,ACC009799,CON009799,PROD000497,ORD0011392,Technical Issue,Open,2023-08-28
SR0000752,ACC005019,CON005019,PROD000056,ORD0015322,Return,In Progress,2025-10-19
SR0000753,ACC008287,CON008287,PROD001073,ORD0013088,Warranty,Closed,2025-09-18
SR0000754,ACC005577,CON005577,PROD000921,ORD0010839,Warranty,Open,2025-01-02
SR0000755,ACC008966,CON008966,PROD001393,ORD0031528,Refund,In Progress,2024-06-04
SR0000756,ACC002079,CON002079,PROD000341,ORD0015130,Technical Issue,In Progress,2024-01-25
SR0000757,ACC009159,CON009159,PROD001131,ORD0044204,Return,In Progress,2024-01-21
SR0000758,ACC005110,CON005110,PROD000509,ORD0047856,Return,Closed,2025-12-17
SR0000759,ACC009230,CON009230,PROD001939,ORD0044438,Return,Open,2026-05-21
SR0000760,ACC007358,CON007358,PROD000606,ORD0034843,Refund,In Progress,2024-09-27
SR0000761,ACC001452,CON001452,PROD001609,ORD0018278,Warranty,Open,2025-10-04
SR0000762,ACC004051,CON004051,PROD000182,ORD0017870,Return,Open,2026-01-13
SR0000763,ACC007712,CON007712,PROD000024,ORD0007311,Technical Issue,Open,2025-12-27
SR0000764,ACC001663,CON001663,PROD001545,ORD0010894,Refund,Open,2025-07-03
SR0000765,ACC003374,CON003374,PROD000273,ORD0034316,Refund,Closed,2023-12-21
SR0000766,ACC001955,CON001955,PROD001056,ORD0002482,Warranty,Closed,2024-08-15
SR0000767,ACC008779,CON008779,PROD000258,ORD0042144,Refund,In Progress,2023-07-19
SR0000768,ACC001474,CON001474,PROD001963,ORD0029670,Technical Issue,In Progress,2025-05-13
SR0000769,ACC003943,CON003943,PROD001172,ORD0038561,Warranty,In Progress,2024-06-05
SR0000770,ACC000979,CON000979,PROD000519,ORD0029717,Refund,Closed,2026-01-26
SR0000771,ACC002828,CON002828,PROD001752,ORD0035766,Return,Open,2024-07-04
SR0000772,ACC002973,CON002973,PROD000530,ORD0006116,Warranty,In Progress,2024-02-23
SR0000773,ACC004785,CON004785,PROD001563,ORD0031751,Technical Issue,In Progress,2025-03-01
SR0000774,ACC006348,CON006348,PROD000375,ORD0016799,Return,In Progress,2026-01-27
SR0000775,ACC004850,CON004850,PROD000152,ORD0017389,Technical Issue,Closed,2026-04-23
SR0000776,ACC000596,CON000596,PROD000242,ORD0048583,Return,Closed,2024-06-13
SR0000777,ACC008936,CON008936,PROD001001,ORD0049651,Technical Issue,In Progress,2024-03-17
SR0000778,ACC009673,CON009673,PROD000941,ORD0025187,Return,Open,2025-08-04
SR0000779,ACC005782,CON005782,PROD000621,ORD0019550,Warranty,Open,2025-07-30
SR0000780,ACC005688,CON005688,PROD001988,ORD0000054,Refund,In Progress,2025-04-23
SR0000781,ACC002864,CON002864,PROD000377,ORD0010911,Refund,Open,2024-06-06
SR0000782,ACC007749,CON007749,PROD000304,ORD0010124,Refund,Closed,2025-11-05
SR0000783,ACC002662,CON002662,PROD001602,ORD0008382,Technical Issue,Closed,2025-08-24
SR0000784,ACC001862,CON001862,PROD001449,ORD0011473,Warranty,Open,2023-12-09
SR0000785,ACC006467,CON006467,PROD000797,ORD0002040,Refund,In Progress,2025-04-22
SR0000786,ACC007923,CON007923,PROD000400,ORD0013960,Technical Issue,Closed,2025-01-06
SR0000787,ACC009311,CON009311,PROD001067,ORD0026885,Return,In Progress,2024-08-08
SR0000788,ACC006628,CON006628,PROD001910,ORD0001990,Technical Issue,Open,2024-09-14
SR0000789,ACC009335,CON009335,PROD000303,ORD0031090,Warranty,In Progress,2026-03-02
SR0000790,ACC001563,CON001563,PROD000015,ORD0014001,Warranty,In Progress,2025-12-18
SR0000791,ACC007252,CON007252,PROD001700,ORD0034326,Refund,In Progress,2024-11-28
SR0000792,ACC008170,CON008170,PROD000391,ORD0039532,Warranty,Closed,2023-09-29
SR0000793,ACC004160,CON004160,PROD000682,ORD0048863,Warranty,Open,2025-01-19
SR0000794,ACC002633,CON002633,PROD000416,ORD0020082,Refund,Closed,2025-07-30
SR0000795,ACC003077,CON003077,PROD001941,ORD0008293,Refund,Closed,2025-07-25
SR0000796,ACC006872,CON006872,PROD001161,ORD0039060,Return,Closed,2025-01-31
SR0000797,ACC008151,CON008151,PROD000683,ORD0002179,Warranty,Open,2026-03-23
SR0000798,ACC007140,CON007140,PROD000070,ORD0029675,Refund,Closed,2023-10-23
SR0000799,ACC008982,CON008982,PROD001989,ORD0024080,Technical Issue,In Progress,2023-10-14
SR0000800,ACC009540,CON009540,PROD000609,ORD0013591,Refund,In Progress,2025-07-08
SR0000801,ACC005416,CON005416,PROD001604,ORD0005668,Return,In Progress,2025-04-07
SR0000802,ACC002049,CON002049,PROD000605,ORD0008944,Warranty,Open,2023-11-06
SR0000803,ACC000821,CON000821,PROD000414,ORD0040879,Refund,In Progress,2024-11-28
SR0000804,ACC007736,CON007736,PROD001786,ORD0002341,Technical Issue,Open,2026-02-24
SR0000805,ACC002266,CON002266,PROD000494,ORD0029167,Refund,In Progress,2024-11-09
SR0000806,ACC000540,CON000540,PROD000096,ORD0010478,Return,Open,2024-01-02
SR0000807,ACC000670,CON000670,PROD000911,ORD0040041,Warranty,Closed,2025-12-04
SR0000808,ACC000351,CON000351,PROD000812,ORD0012374,Warranty,Open,2025-09-19
SR0000809,ACC001010,CON001010,PROD000961,ORD0042625,Return,Open,2026-01-28
SR0000810,ACC002043,CON002043,PROD000293,ORD0013532,Technical Issue,Open,2023-07-05
SR0000811,ACC009918,CON009918,PROD000555,ORD0020280,Return,Closed,2023-12-12
SR0000812,ACC002904,CON002904,PROD001039,ORD0016313,Technical Issue,Closed,2024-05-23
SR0000813,ACC000141,CON000141,PROD000655,ORD0045222,Technical Issue,Open,2024-06-26
SR0000814,ACC000392,CON000392,PROD000696,ORD0039930,Refund,In Progress,2025-05-08
SR0000815,ACC007593,CON007593,PROD000643,ORD0017688,Return,Closed,2025-11-01
SR0000816,ACC003321,CON003321,PROD001153,ORD0032515,Technical Issue,Open,2023-11-05
SR0000817,ACC007526,CON007526,PROD001418,ORD0030046,Refund,In Progress,2023-09-17
SR0000818,ACC003662,CON003662,PROD001546,ORD0031217,Technical Issue,Closed,2025-09-07
SR0000819,ACC000533,CON000533,PROD001577,ORD0003704,Warranty,Open,2025-08-28
SR0000820,ACC005266,CON005266,PROD000280,ORD0005418,Technical Issue,Closed,2025-05-05
SR0000821,ACC003226,CON003226,PROD000428,ORD0047402,Warranty,In Progress,2024-05-01
SR0000822,ACC008426,CON008426,PROD000441,ORD0038032,Refund,In Progress,2025-08-02
SR0000823,ACC003166,CON003166,PROD001384,ORD0044665,Refund,Open,2026-01-12
SR0000824,ACC005378,CON005378,PROD001494,ORD0011564,Warranty,Closed,2023-09-23
SR0000825,ACC006221,CON006221,PROD000362,ORD0018095,Warranty,Closed,2026-02-15
SR0000826,ACC000556,CON000556,PROD000553,ORD0001710,Warranty,Open,2024-01-28
SR0000827,ACC006674,CON006674,PROD000823,ORD0033526,Refund,In Progress,2026-01-28
SR0000828,ACC006258,CON006258,PROD001488,ORD0036870,Return,Closed,2023-08-09
SR0000829,ACC008090,CON008090,PROD000644,ORD0008943,Technical Issue,Open,2024-07-21
SR0000830,ACC007021,CON007021,PROD000661,ORD0045703,Technical Issue,Open,2024-06-16
SR0000831,ACC000965,CON000965,PROD000619,ORD0037093,Return,Open,2026-03-16
SR0000832,ACC009688,CON009688,PROD001120,ORD0033592,Refund,Open,2025-09-17
SR0000833,ACC006000,CON006000,PROD000700,ORD0034814,Refund,In Progress,2024-01-09
SR0000834,ACC001819,CON001819,PROD000982,ORD0044995,Technical Issue,Closed,2026-05-23
SR0000835,ACC004571,CON004571,PROD000067,ORD0032302,Return,In Progress,2024-02-19
SR0000836,ACC007907,CON007907,PROD001901,ORD0039543,Return,In Progress,2025-09-16
SR0000837,ACC008548,CON008548,PROD001643,ORD0021577,Refund,In Progress,2025-02-23
SR0000838,ACC007477,CON007477,PROD001671,ORD0047408,Technical Issue,Closed,2023-07-27
SR0000839,ACC004047,CON004047,PROD000469,ORD0024561,Refund,In Progress,2026-07-01
SR0000840,ACC008410,CON008410,PROD001781,ORD0036239,Technical Issue,Closed,2023-12-26
SR0000841,ACC008889,CON008889,PROD001457,ORD0004260,Technical Issue,Closed,2024-08-04
SR0000842,ACC008978,CON008978,PROD001332,ORD0011704,Refund,In Progress,2025-03-23
SR0000843,ACC004387,CON004387,PROD001082,ORD0012617,Refund,In Progress,2026-06-05
SR0000844,ACC008227,CON008227,PROD001276,ORD0011069,Return,Open,2026-03-24
SR0000845,ACC003813,CON003813,PROD001060,ORD0010914,Return,Open,2024-04-07
SR0000846,ACC002568,CON002568,PROD000105,ORD0033794,Refund,Open,2024-01-03
SR0000847,ACC003986,CON003986,PROD000555,ORD0007220,Technical Issue,Closed,2026-03-05
SR0000848,ACC008966,CON008966,PROD000053,ORD0037382,Technical Issue,In Progress,2025-12-16
SR0000849,ACC008901,CON008901,PROD000327,ORD0041012,Return,In Progress,2025-11-20
SR0000850,ACC004447,CON004447,PROD000366,ORD0019893,Return,In Progress,2023-09-21
SR0000851,ACC002529,CON002529,PROD001348,ORD0025570,Warranty,Closed,2025-07-10
SR0000852,ACC007451,CON007451,PROD001592,ORD0042776,Return,Open,2024-03-14
SR0000853,ACC008159,CON008159,PROD001267,ORD0008351,Return,Closed,2025-10-20
SR0000854,ACC008425,CON008425,PROD001086,ORD0043562,Technical Issue,In Progress,2024-03-25
SR0000855,ACC006761,CON006761,PROD000362,ORD0036903,Technical Issue,In Progress,2023-11-29
SR0000856,ACC007388,CON007388,PROD000898,ORD0007387,Technical Issue,Open,2023-09-28
SR0000857,ACC004611,CON004611,PROD001371,ORD0038939,Refund,In Progress,2024-11-25
SR0000858,ACC006014,CON006014,PROD001748,ORD0041296,Warranty,Closed,2025-01-05
SR0000859,ACC007979,CON007979,PROD001355,ORD0006994,Refund,In Progress,2024-08-14
SR0000860,ACC003153,CON003153,PROD000962,ORD0011561,Return,Closed,2025-04-25
SR0000861,ACC007267,CON007267,PROD001902,ORD0026371,Refund,Closed,2025-11-17
SR0000862,ACC005398,CON005398,PROD000122,ORD0017477,Technical Issue,In Progress,2026-01-28
SR0000863,ACC004240,CON004240,PROD001689,ORD0038648,Technical Issue,Open,2025-09-21
SR0000864,ACC009598,CON009598,PROD001654,ORD0017888,Warranty,Open,2024-06-16
SR0000865,ACC008019,CON008019,PROD000176,ORD0046811,Return,Closed,2026-05-01
SR0000866,ACC008331,CON008331,PROD000344,ORD0029142,Return,Closed,2023-12-19
SR0000867,ACC009715,CON009715,PROD000034,ORD0009318,Refund,Closed,2024-08-01
SR0000868,ACC009332,CON009332,PROD001652,ORD0014009,Refund,Open,2024-01-21
SR0000869,ACC009654,CON009654,PROD001059,ORD0017568,Return,In Progress,2024-11-16
SR0000870,ACC002195,CON002195,PROD000891,ORD0037495,Warranty,Open,2024-04-23
SR0000871,ACC009089,CON009089,PROD001845,ORD0036061,Refund,Closed,2025-03-11
SR0000872,ACC000625,CON000625,PROD000835,ORD0030780,Warranty,Open,2024-07-28
SR0000873,ACC008701,CON008701,PROD000820,ORD0034752,Technical Issue,Closed,2024-12-17
SR0000874,ACC007532,CON007532,PROD000809,ORD0049914,Return,In Progress,2023-12-29
SR0000875,ACC006537,CON006537,PROD000899,ORD0023038,Return,Open,2025-08-22
SR0000876,ACC002278,CON002278,PROD000448,ORD0019415,Return,Closed,2025-01-12
SR0000877,ACC008835,CON008835,PROD001607,ORD0006580,Return,In Progress,2024-10-27
SR0000878,ACC005075,CON005075,PROD000862,ORD0009662,Return,In Progress,2024-03-09
SR0000879,ACC006714,CON006714,PROD001105,ORD0011595,Warranty,Closed,2024-05-29
SR0000880,ACC001935,CON001935,PROD001003,ORD0036869,Technical Issue,Closed,2023-11-27
SR0000881,ACC009635,CON009635,PROD000538,ORD0021707,Technical Issue,Open,2023-10-24
SR0000882,ACC001321,CON001321,PROD001434,ORD0048693,Return,In Progress,2026-06-15
SR0000883,ACC005479,CON005479,PROD001509,ORD0000691,Return,Closed,2023-10-22
SR0000884,ACC009853,CON009853,PROD000220,ORD0002039,Warranty,Open,2026-05-15
SR0000885,ACC005550,CON005550,PROD001189,ORD0014854,Warranty,In Progress,2023-08-05
SR0000886,ACC006502,CON006502,PROD000420,ORD0047690,Return,Closed,2025-08-06
SR0000887,ACC003299,CON003299,PROD000025,ORD0024805,Warranty,Closed,2024-02-18
SR0000888,ACC004744,CON004744,PROD000797,ORD0014238,Return,Open,2024-01-21
SR0000889,ACC000210,CON000210,PROD001768,ORD0041938,Return,Open,2024-06-03
SR0000890,ACC002966,CON002966,PROD001844,ORD0043428,Warranty,In Progress,2024-11-04
SR0000891,ACC003583,CON003583,PROD001405,ORD0019927,Technical Issue,Open,2024-11-21
SR0000892,ACC009299,CON009299,PROD001823,ORD0016572,Refund,Closed,2024-02-28
SR0000893,ACC001756,CON001756,PROD000224,ORD0037935,Warranty,Open,2023-11-02
SR0000894,ACC004643,CON004643,PROD000935,ORD0045482,Return,In Progress,2023-07-11
SR0000895,ACC004855,CON004855,PROD001356,ORD0039964,Return,In Progress,2023-10-18
SR0000896,ACC006986,CON006986,PROD001450,ORD0017752,Return,Open,2026-02-19
SR0000897,ACC002225,CON002225,PROD001326,ORD0015278,Warranty,Closed,2023-10-28
SR0000898,ACC008899,CON008899,PROD000375,ORD0008346,Return,Open,2025-05-10
SR0000899,ACC008815,CON008815,PROD000594,ORD0029032,Warranty,In Progress,2025-11-10
SR0000900,ACC000577,CON000577,PROD000435,ORD0045192,Return,In Progress,2023-08-05
SR0000901,ACC003847,CON003847,PROD000866,ORD0035916,Warranty,In Progress,2023-07-01
SR0000902,ACC006814,CON006814,PROD001376,ORD0037969,Return,Closed,2024-11-03
SR0000903,ACC000414,CON000414,PROD000502,ORD0045638,Refund,In Progress,2025-01-26
SR0000904,ACC005215,CON005215,PROD000058,ORD0011605,Technical Issue,In Progress,2024-06-12
SR0000905,ACC006911,CON006911,PROD001770,ORD0038638,Warranty,In Progress,2023-08-28
SR0000906,ACC004050,CON004050,PROD000989,ORD0048398,Refund,Open,2025-01-04
SR0000907,ACC006849,CON006849,PROD001261,ORD0043287,Refund,Open,2025-06-07
SR0000908,ACC004868,CON004868,PROD001016,ORD0036969,Warranty,In Progress,2025-02-06
SR0000909,ACC001014,CON001014,PROD001259,ORD0006772,Return,Open,2025-08-09
SR0000910,ACC003622,CON003622,PROD001001,ORD0017626,Return,In Progress,2026-06-09
SR0000911,ACC009048,CON009048,PROD000718,ORD0017014,Warranty,Closed,2023-08-01
SR0000912,ACC000888,CON000888,PROD000736,ORD0009658,Technical Issue,Closed,2024-05-11
SR0000913,ACC007110,CON007110,PROD000021,ORD0020825,Refund,Open,2024-01-31
SR0000914,ACC000869,CON000869,PROD001988,ORD0038707,Return,Open,2023-09-06
SR0000915,ACC001178,CON001178,PROD000450,ORD0015550,Refund,Closed,2025-11-26
SR0000916,ACC004179,CON004179,PROD001471,ORD0017033,Return,In Progress,2024-05-06
SR0000917,ACC009274,CON009274,PROD001551,ORD0008884,Refund,Open,2024-01-16
SR0000918,ACC007949,CON007949,PROD000325,ORD0028329,Refund,Open,2024-04-13
SR0000919,ACC001366,CON001366,PROD000106,ORD0000327,Warranty,Open,2025-08-10
SR0000920,ACC001330,CON001330,PROD000461,ORD0032209,Warranty,Closed,2025-03-21
SR0000921,ACC009679,CON009679,PROD000439,ORD0031894,Refund,Closed,2025-12-31
SR0000922,ACC002576,CON002576,PROD001018,ORD0026067,Technical Issue,Open,2025-08-21
SR0000923,ACC002781,CON002781,PROD001912,ORD0028921,Refund,Closed,2023-12-19
SR0000924,ACC006634,CON006634,PROD000676,ORD0019883,Refund,In Progress,2026-03-09
SR0000925,ACC001857,CON001857,PROD000517,ORD0003270,Technical Issue,Open,2026-03-08
SR0000926,ACC007987,CON007987,PROD000206,ORD0025290,Technical Issue,Closed,2024-03-07
SR0000927,ACC000514,CON000514,PROD001144,ORD0007200,Return,In Progress,2025-05-03
SR0000928,ACC004795,CON004795,PROD000694,ORD0016404,Refund,Closed,2025-04-27
SR0000929,ACC005584,CON005584,PROD001066,ORD0034710,Refund,In Progress,2026-03-29
SR0000930,ACC006659,CON006659,PROD000509,ORD0017396,Refund,Closed,2024-03-09
SR0000931,ACC000576,CON000576,PROD000964,ORD0005739,Technical Issue,In Progress,2025-08-15
SR0000932,ACC009677,CON009677,PROD001755,ORD0002000,Return,Open,2025-08-23
SR0000933,ACC007228,CON007228,PROD001513,ORD0020823,Technical Issue,In Progress,2024-07-21
SR0000934,ACC003553,CON003553,PROD001738,ORD0010161,Warranty,In Progress,2026-03-26
SR0000935,ACC003655,CON003655,PROD001230,ORD0045441,Return,In Progress,2025-02-03
SR0000936,ACC008098,CON008098,PROD001664,ORD0020287,Return,Open,2024-10-29
SR0000937,ACC001045,CON001045,PROD000838,ORD0012441,Technical Issue,Closed,2025-01-22
SR0000938,ACC003661,CON003661,PROD000431,ORD0031544,Refund,Open,2024-09-17
SR0000939,ACC001989,CON001989,PROD001777,ORD0021886,Technical Issue,In Progress,2025-07-11
SR0000940,ACC002813,CON002813,PROD000041,ORD0021252,Refund,Open,2025-11-14
SR0000941,ACC002327,CON002327,PROD001819,ORD0034198,Return,In Progress,2025-09-26
SR0000942,ACC006790,CON006790,PROD000418,ORD0006263,Warranty,Open,2026-04-02
SR0000943,ACC006150,CON006150,PROD000574,ORD0005623,Return,In Progress,2023-07-16
SR0000944,ACC004077,CON004077,PROD001032,ORD0013983,Technical Issue,Open,2024-12-15
SR0000945,ACC001492,CON001492,PROD000641,ORD0001784,Warranty,Closed,2026-04-09
SR0000946,ACC006773,CON006773,PROD000560,ORD0035668,Refund,Open,2023-12-30
SR0000947,ACC003579,CON003579,PROD001650,ORD0038029,Warranty,Closed,2026-02-18
SR0000948,ACC008921,CON008921,PROD000794,ORD0047226,Technical Issue,Open,2026-06-05
SR0000949,ACC006972,CON006972,PROD001131,ORD0002203,Technical Issue,Closed,2026-01-22
SR0000950,ACC006673,CON006673,PROD000893,ORD0047378,Return,Open,2026-02-24
SR0000951,ACC007930,CON007930,PROD001234,ORD0024649,Return,In Progress,2025-07-25
SR0000952,ACC008666,CON008666,PROD001470,ORD0048587,Refund,Closed,2023-07-13
SR0000953,ACC002426,CON002426,PROD000110,ORD0042970,Refund,Open,2026-04-23
SR0000954,ACC000225,CON000225,PROD001115,ORD0003807,Return,Open,2024-07-06
SR0000955,ACC009365,CON009365,PROD000147,ORD0012497,Warranty,In Progress,2024-02-23
SR0000956,ACC002289,CON002289,PROD000238,ORD0034723,Return,Closed,2024-02-20
SR0000957,ACC006133,CON006133,PROD000939,ORD0027687,Return,Open,2024-08-28
SR0000958,ACC002891,CON002891,PROD000203,ORD0044491,Return,In Progress,2024-10-16
SR0000959,ACC005857,CON005857,PROD001513,ORD0025330,Return,Closed,2025-06-12
SR0000960,ACC002514,CON002514,PROD001267,ORD0016288,Technical Issue,Open,2026-02-24
SR0000961,ACC006753,CON006753,PROD000042,ORD0036129,Refund,Open,2023-09-13
SR0000962,ACC003529,CON003529,PROD001595,ORD0043597,Warranty,Open,2025-05-27
SR0000963,ACC004135,CON004135,PROD001083,ORD0011728,Technical Issue,In Progress,2025-03-22
SR0000964,ACC001604,CON001604,PROD000773,ORD0018432,Technical Issue,Open,2024-02-04
SR0000965,ACC000099,CON000099,PROD001216,ORD0038607,Technical Issue,In Progress,2024-05-23
SR0000966,ACC001841,CON001841,PROD001563,ORD0010052,Return,Open,2025-05-15
SR0000967,ACC001713,CON001713,PROD000848,ORD0000320,Refund,In Progress,2026-03-15
SR0000968,ACC004797,CON004797,PROD001436,ORD0029135,Refund,In Progress,2023-08-28
SR0000969,ACC002416,CON002416,PROD000996,ORD0038668,Return,In Progress,2026-01-29
SR0000970,ACC002694,CON002694,PROD001774,ORD0021646,Refund,Closed,2025-12-21
